Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Ángel Rodríguez,RCD Mallorca,Centre-Forward,"Apr 26, 1987",36,Spain,€1.00m
Stole Dimitrievski,Rayo Vallecano,Goalkeeper,"Dec 25, 1993",29,North Macedonia,€4.00m
Miguel Ángel Morro,Rayo Vallecano,Goalkeeper,"Sep 11, 2000",22,Spain,€600k
Diego López,Rayo Vallecano,Goalkeeper,"Nov 3, 1981",41,Spain,€300k
Alejandro Catena,Rayo Vallecano,Centre-Back,"Oct 28, 1994",28,Spain,€8.00m
Florian Lejeune,Rayo Vallecano,Centre-Back,"May 20, 1991",32,France,€4.00m
Abdul Mumin,Rayo Vallecano,Centre-Back,"Jun 6, 1998",25,Ghana,€1.50m
Esteban Saveljich,Rayo Vallecano,Centre-Back,"May 20, 1991",32,Montenegro,€500k
Fran García,Rayo Vallecano,Left-Back,"Aug 14, 1999",23,Spain,€12.00m
Pep Chavarría,Rayo Vallecano,Left-Back,"Apr 10, 1998",25,Spain,€1.50m
Iván Balliu,Rayo Vallecano,Right-Back,"Jan 1, 1992",31,Albania,€4.00m
Mario Hernández,Rayo Vallecano,Right-Back,"Jan 25, 1999",24,Spain,€600k
Mario Suárez,Rayo Vallecano,Defensive Midfield,"Feb 24, 1987",36,Spain,€300k
Santi Comesaña,Rayo Vallecano,Central Midfield,"Oct 5, 1996",26,Spain,€7.50m
Óscar Valentín,Rayo Vallecano,Central Midfield,"Aug 20, 1994",28,Spain,€5.00m
Unai López,Rayo Vallecano,Central Midfield,"Oct 30, 1995",27,Spain,€3.50m
Pathé Ciss,Rayo Vallecano,Central Midfield,"Mar 16, 1994",29,Senegal,€3.00m
Diego Méndez,Rayo Vallecano,Central Midfield,"Aug 29, 2003",19,Spain,-
Óscar Trejo,Rayo Vallecano,Attacking Midfield,"Apr 26, 1988",35,Argentina,€3.00m
Randy Nteka,Rayo Vallecano,Attacking Midfield,"Dec 6, 1997",25,France,€1.80m
José Pozo,Rayo Vallecano,Attacking Midfield,"Mar 15, 1996",27,Spain,€1.00m
Pablo Muñoz,Rayo Vallecano,Attacking Midfield,"Sep 4, 2003",19,Spain,-
Álvaro García,Rayo Vallecano,Left Winger,"Oct 27, 1992",30,Spain,€6.00m
Bebé,Rayo Vallecano,Left Winger,"Jul 12, 1990",32,Cape Verde,€800k
Isi Palazón,Rayo Vallecano,Right Winger,"Dec 27, 1994",28,Spain,€12.00m
Salvi Sánchez,Rayo Vallecano,Right Winger,"Mar 30, 1991",32,Spain,€1.50m
Sergio Camello,Rayo Vallecano,Centre-Forward,"Feb 10, 2001",22,Spain,€10.00m
Raúl de Tomás,Rayo Vallecano,Centre-Forward,"Oct 17, 1994",28,Spain,€8.00m
Radamel Falcao,Rayo Vallecano,Centre-Forward,"Feb 10, 1986",37,Colombia,€2.00m
Andrés Martín,Rayo Vallecano,Centre-Forward,"Jul 11, 1999",23,Spain,€1.00m
Jordi Masip,Real Valladolid CF,Goalkeeper,"Jan 3, 1989",34,Spain,€1.00m
Sergio Asenjo,Real Valladolid CF,Goalkeeper,"Jun 28, 1989",34,Spain,€1.00m
Álvaro Aceves,Real Valladolid CF,Goalkeeper,"Jul 26, 2003",19,Spain,€200k
Javi Sánchez,Real Valladolid CF,Centre-Back,"Mar 14, 1997",26,Spain,€3.00m
Joaquín Fernández,Real Valladolid CF,Centre-Back,"May 31, 1996",27,Spain,€3.00m
Jawad El Yamiq,Real Valladolid CF,Centre-Back,"Feb 29, 1992",31,Morocco,€2.00m
Zouhair Feddal,Real Valladolid CF,Centre-Back,"Dec 23, 1989",33,Morocco,€1.30m
Víctor Rofino,Real Valladolid CF,Centre-Back,"Jul 28, 2002",20,Spain,€100k
David Torres,Real Valladolid CF,Centre-Back,"Mar 5, 2003",20,Spain,€50k
Lucas Olaza,Real Valladolid CF,Left-Back,"Jul 21, 1994",28,Uruguay,€2.50m
Sergio Escudero,Real Valladolid CF,Left-Back,"Sep 2, 1989",33,Spain,€1.50m
Diego Moreno,Real Valladolid CF,Left-Back,"Jan 18, 2002",21,Spain,€100k
Iván Fresneda,Real Valladolid CF,Right-Back,"Sep 28, 2004",18,Spain,€15.00m
Luis Pérez,Real Valladolid CF,Right-Back,"Feb 4, 1995",28,Spain,€1.50m
Lucas Rosa,Real Valladolid CF,Right-Back,"Apr 3, 2000",23,Brazil,€1.00m
Martin Hongla,Real Valladolid CF,Defensive Midfield,"Mar 16, 1998",25,Cameroon,€3.00m
Mickaël Malsa,Real Valladolid CF,Defensive Midfield,"Oct 12, 1995",27,Martinique,€1.50m
Monchu,Real Valladolid CF,Central Midfield,"Sep 13, 1999",23,Spain,€5.00m
Kike Pérez,Real Valladolid CF,Central Midfield,"Feb 14, 1997",26,Spain,€4.50m
Álvaro Aguado,Real Valladolid CF,Central Midfield,"May 1, 1996",27,Spain,€3.00m
Roque Mesa,Real Valladolid CF,Central Midfield,"Jun 7, 1989",34,Spain,€2.50m
Anuar,Real Valladolid CF,Central Midfield,"Jan 15, 1995",28,Morocco,€900k
Mario Maroto,Real Valladolid CF,Central Midfield,"Nov 28, 2003",19,Spain,€150k
Alberto Quintana,Real Valladolid CF,Central Midfield,"Oct 5, 2001",21,Spain,€100k
Selim Amallah,Real Valladolid CF,Attacking Midfield,"Nov 15, 1996",26,Morocco,€3.00m
Darwin Machís,Real Valladolid CF,Left Winger,"Feb 7, 1993",30,Venezuela,€3.00m
Toni Villa,Real Valladolid CF,Left Winger,"Jan 7, 1995",28,Spain,€2.50m
Kenedy,Real Valladolid CF,Left Winger,"Feb 8, 1996",27,Brazil,€1.50m
Tunde Akinsola,Real Valladolid CF,Left Winger,"Mar 10, 2003",20,Nigeria,€50k
Gonzalo Plata,Real Valladolid CF,Right Winger,"Nov 1, 2000",22,Ecuador,€5.00m
Óscar Plano,Real Valladolid CF,Right Winger,"Feb 11, 1991",32,Spain,€3.00m
Iván Sánchez,Real Valladolid CF,Right Winger,"Sep 23, 1992",30,Spain,€800k
Manuel Pozo,Real Valladolid CF,Right Winger,"Dec 12, 2001",21,Spain,€300k
Cyle Larin,Real Valladolid CF,Centre-Forward,"Apr 17, 1995",28,Canada,€8.00m
Shon Weissman,Real Valladolid CF,Centre-Forward,"Feb 14, 1996",27,Israel,€4.00m
Sergi Guardiola,Real Valladolid CF,Centre-Forward,"May 29, 1991",32,Spain,€2.00m
Sergio León,Real Valladolid CF,Centre-Forward,"Jan 6, 1989",34,Spain,€2.00m
Juanjo Narváez,Real Valladolid CF,Centre-Forward,"Feb 12, 1995",28,Colombia,€800k
Sekou Gassama,Real Valladolid CF,Centre-Forward,"May 6, 1995",28,Senegal,€300k
Iván Cédric,Real Valladolid CF,Centre-Forward,"Dec 22, 2001",21,Cameroon,€300k
Roberto Arroyo,Real Valladolid CF,Centre-Forward,"Aug 25, 2003",19,Spain,€300k
Edgar Badia,Elche CF,Goalkeeper,"Feb 12, 1992",31,Spain,€3.00m
Axel Werner,Elche CF,Goalkeeper,"Feb 28, 1996",27,Argentina,€800k
Juanpe Navarro,Elche CF,Goalkeeper,"Aug 21, 1998",24,Spain,-
Jesús López,Elche CF,Goalkeeper,"Aug 1, 2002",20,Spain,-
Luismi Quirant,Elche CF,Goalkeeper,"Jan 1, 2004",19,Spain,-
Lisandro Magallán,Elche CF,Centre-Back,"Sep 27, 1993",29,Argentina,€1.80m
Enzo Roco,Elche CF,Centre-Back,"Aug 16, 1992",30,Chile,€1.50m
Diego González,Elche CF,Centre-Back,"Jan 28, 1995",28,Spain,€1.50m
Pedro Bigas,Elche CF,Centre-Back,"May 15, 1990",33,Spain,€1.00m
John Donald,Elche CF,Centre-Back,"Sep 25, 2000",22,Spain,€1.00m
Federico Fernández,Elche CF,Centre-Back,"Feb 21, 1989",34,Argentina,€700k
Gonzalo Verdú,Elche CF,Centre-Back,"Oct 21, 1988",34,Spain,€700k
Javi Pamies,Elche CF,Centre-Back,"Mar 17, 2003",20,Spain,-
Manuel Cocca,Elche CF,Centre-Back,"Nov 8, 2002",20,Argentina,-
Johan Mojica,Elche CF,Left-Back,"Aug 21, 1992",30,Colombia,€3.00m
Lautaro Blanco,Elche CF,Left-Back,"Feb 19, 1999",24,Argentina,€2.80m
Nicolás Fernández Mercau,Elche CF,Left-Back,"Jan 11, 2000",23,Argentina,€2.00m
Carlos Clerc,Elche CF,Left-Back,"Feb 21, 1992",31,Spain,€1.50m
José Ángel Carmona,Elche CF,Right-Back,"Jan 29, 2002",21,Spain,€4.00m
Pol Lirola,Elche CF,Right-Back,"Aug 13, 1997",25,Spain,€2.00m
Helibelton Palacios,Elche CF,Right-Back,"Jun 11, 1993",30,Colombia,€1.20m
Carles Marco,Elche CF,Right-Back,"Apr 5, 2000",23,Spain,-
Gerard Gumbau,Elche CF,Defensive Midfield,"Dec 18, 1994",28,Spain,€3.50m
Omar Mascarell,Elche CF,Defensive Midfield,"Feb 2, 1993",30,Spain,€3.00m
Raúl Guti,Elche CF,Central Midfield,"Dec 30, 1996",26,Spain,€2.50m
Domingos Quina,Elche CF,Central Midfield,"Nov 18, 1999",23,Portugal,€1.80m
Pape Cheikh,Elche CF,Central Midfield,"Aug 8, 1997",25,Senegal,€900k
Branislav Knezevic,Elche CF,Central Midfield,"Jul 21, 2002",20,Serbia,-
Alejandro Alfaro,Elche CF,Central Midfield,"Jun 15, 2002",21,Spain,-
Rodrigo Mendoza,Elche CF,Central Midfield,"Mar 15, 2005",18,Spain,-
Randy Nteka,Elche CF,Attacking Midfield,"Dec 6, 1997",25,France,€1.80m
Javier Pastore,Elche CF,Attacking Midfield,"Jun 20, 1989",34,Argentina,€500k
Pere Milla,Elche CF,Left Winger,"Sep 23, 1992",30,Spain,€3.00m
Tete Morente,Elche CF,Left Winger,"Dec 4, 1996",26,Spain,€2.50m
Fidel,Elche CF,Left Winger,"Oct 27, 1989",33,Spain,€1.00m
Álex Collado,Elche CF,Right Winger,"Apr 22, 1999",24,Spain,€3.00m
Josan,Elche CF,Right Winger,"Dec 3, 1989",33,Spain,€1.00m
Lucas Boyé,Elche CF,Centre-Forward,"Feb 28, 1996",27,Argentina,€10.00m
Ezequiel Ponce,Elche CF,Centre-Forward,"Mar 29, 1997",26,Argentina,€2.50m
Roger Martí,Elche CF,Centre-Forward,"Jan 3, 1991",32,Spain,€2.00m
Conan Ledesma,Cádiz CF,Goalkeeper,"Feb 13, 1993",30,Argentina,€8.00m
David Gil,Cádiz CF,Goalkeeper,"Jan 11, 1994",29,Spain,€700k
Victor Aznar,Cádiz CF,Goalkeeper,"Oct 17, 2002",20,Brazil,€50k
Nando Almodóvar,Cádiz CF,Goalkeeper,"Nov 3, 2003",19,Spain,€50k
Fali,Cádiz CF,Centre-Back,"Aug 12, 1993",29,Spain,€2.50m
Víctor Chust,Cádiz CF,Centre-Back,"Mar 5, 2000",23,Spain,€2.50m
Jorge Meré,Cádiz CF,Centre-Back,"Apr 17, 1997",26,Spain,€1.20m
Luis Hernández,Cádiz CF,Centre-Back,"Apr 14, 1989",34,Spain,€1.00m
Momo Mbaye,Cádiz CF,Centre-Back,"Jun 28, 1998",25,Senegal,€700k
Juan Cala,Cádiz CF,Centre-Back,"Nov 26, 1989",33,Spain,€600k
Carlos García,Cádiz CF,Centre-Back,"Jul 7, 2000",22,Spain,€200k
Lautaro Spatz,Cádiz CF,Centre-Back,"Oct 19, 2001",21,Argentina,€150k
Alfonso Espino,Cádiz CF,Left-Back,"Jan 5, 1992",31,Uruguay,€3.50m
Santiago Arzamendia,Cádiz CF,Left-Back,"May 5, 1998",25,Paraguay,€1.20m
Joseba Zaldua,Cádiz CF,Right-Back,"Jun 24, 1992",31,Spain,€2.50m
Iza Carcelén,Cádiz CF,Right-Back,"Apr 23, 1993",30,Spain,€1.50m
Raúl Parra,Cádiz CF,Right-Back,"Nov 26, 1999",23,Spain,€300k
Kikín,Cádiz CF,Right-Back,"Jan 20, 2003",20,Spain,€50k
Antonio Blanco,Cádiz CF,Defensive Midfield,"Jul 23, 2000",22,Spain,€2.50m
Tomás Alarcón,Cádiz CF,Defensive Midfield,"Jan 19, 1999",24,Chile,€1.50m
José Mari,Cádiz CF,Defensive Midfield,"Dec 6, 1987",35,Spain,€400k
Jon Ander Garrido,Cádiz CF,Defensive Midfield,"Oct 9, 1989",33,Spain,€300k
Rubén Alcaraz,Cádiz CF,Central Midfield,"May 1, 1991",32,Spain,€2.00m
Gonzalo Escalante,Cádiz CF,Central Midfield,"Mar 27, 1993",30,Argentina,€2.00m
Fede San Emeterio,Cádiz CF,Central Midfield,"Mar 16, 1997",26,Spain,€2.00m
Youba Diarra,Cádiz CF,Central Midfield,"Mar 24, 1998",25,Mali,€900k
Álvaro Bastida,Cádiz CF,Central Midfield,"May 12, 2004",19,Spain,€600k
Curro Muñoz,Cádiz CF,Central Midfield,"Jan 7, 2003",20,Spain,€50k
Moussa Diakité,Cádiz CF,Central Midfield,"Nov 4, 2003",19,Mali,€50k
Álex Fernández,Cádiz CF,Attacking Midfield,"Oct 15, 1992",30,Spain,€4.00m
Brian Ocampo,Cádiz CF,Left Winger,"Jun 25, 1999",24,Uruguay,€2.00m
Awer Mabil,Cádiz CF,Left Winger,"Sep 15, 1995",27,Australia,€1.20m
Alberto Perea,Cádiz CF,Left Winger,"Dec 19, 1990",32,Spain,€1.00m
José Antonio de la Rosa,Cádiz CF,Left Winger,"Jul 28, 2004",18,Spain,€300k
Théo Bongonda,Cádiz CF,Right Winger,"Nov 20, 1995",27,DR Congo,€4.00m
Iván Alejo,Cádiz CF,Right Winger,"Feb 10, 1995",28,Spain,€1.20m
Mamady Diarra,Cádiz CF,Right Winger,"Jun 26, 2000",23,Mali,€300k
Choco Lozano,Cádiz CF,Centre-Forward,"Apr 25, 1993",30,Honduras,€2.50m
Rubén Sobrino,Cádiz CF,Centre-Forward,"Jun 1, 1992",31,Spain,€2.00m
Roger Martí,Cádiz CF,Centre-Forward,"Jan 3, 1991",32,Spain,€2.00m
Sergi Guardiola,Cádiz CF,Centre-Forward,"May 29, 1991",32,Spain,€2.00m
Chris Ramos,Cádiz CF,Centre-Forward,"Jan 18, 1997",26,Spain,€1.50m
Álvaro Negredo,Cádiz CF,Centre-Forward,"Aug 20, 1985",37,Spain,€1.00m
Lucas Pérez,Cádiz CF,Centre-Forward,"Sep 10, 1988",34,Spain,€800k
Álvaro Giménez,Cádiz CF,Centre-Forward,"May 19, 1991",32,Spain,€600k
Francisco Mwepu,Cádiz CF,Centre-Forward,"Feb 29, 2000",23,Zambia,€150k
Etta Eyong,Cádiz CF,Centre-Forward,"Oct 14, 2003",19,Cameroon,€50k
