Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Leonardo Bittencourt,SV Werder Bremen,Attacking Midfield,"Dec 19, 1993",29,Germany,€2.80m
Niklas Schmidt,SV Werder Bremen,Attacking Midfield,"Mar 1, 1998",25,Germany,€2.50m
Eren Dinkçi,SV Werder Bremen,Right Winger,"Dec 13, 2001",21,Germany,€1.00m
Benjamin Goller,SV Werder Bremen,Right Winger,"Jan 1, 1999",24,Germany,€450k
Maximilian Philipp,SV Werder Bremen,Second Striker,"Mar 1, 1994",29,Germany,€2.00m
Nick Woltemade,SV Werder Bremen,Second Striker,"Feb 14, 2002",21,Germany,€1.50m
Niclas Füllkrug,SV Werder Bremen,Centre-Forward,"Feb 9, 1993",30,Germany,€13.00m
Marvin Ducksch,SV Werder Bremen,Centre-Forward,"Mar 7, 1994",29,Germany,€7.50m
Oliver Burke,SV Werder Bremen,Centre-Forward,"Apr 7, 1997",26,Scotland,€2.50m
Alexander Schwolow,FC Schalke 04,Goalkeeper,"Jun 2, 1992",31,Germany,€900k
Ralf Fährmann,FC Schalke 04,Goalkeeper,"Sep 27, 1988",34,Germany,€400k
Justin Heekeren,FC Schalke 04,Goalkeeper,"Nov 27, 2000",22,Germany,€250k
Michael Langer,FC Schalke 04,Goalkeeper,"Jan 6, 1985",38,Austria,€50k
Malick Thiaw,FC Schalke 04,Centre-Back,"Aug 8, 2001",21,Germany,€20.00m
Moritz Jenz,FC Schalke 04,Centre-Back,"Apr 30, 1999",24,Germany,€7.50m
Sepp van den Berg,FC Schalke 04,Centre-Back,"Dec 20, 2001",21,Netherlands,€5.00m
Leo Greiml,FC Schalke 04,Centre-Back,"Jul 3, 2001",21,Austria,€1.20m
Maya Yoshida,FC Schalke 04,Centre-Back,"Aug 24, 1988",34,Japan,€900k
Marcin Kaminski,FC Schalke 04,Centre-Back,"Jan 15, 1992",31,Poland,€700k
Timothée Kolodziejczak,FC Schalke 04,Centre-Back,"Oct 1, 1991",31,France,€400k
Ibrahima Cissé,FC Schalke 04,Centre-Back,"Feb 15, 2001",22,Mali,€200k
Julius Schell,FC Schalke 04,Centre-Back,"Jan 10, 2000",23,Germany,€125k
Jere Uronen,FC Schalke 04,Left-Back,"Jul 13, 1994",28,Finland,€1.00m
Kerim Calhanoglu,FC Schalke 04,Left-Back,"Aug 26, 2002",20,Germany,€800k
Joey Müller,FC Schalke 04,Left-Back,"Aug 30, 2000",22,Germany,€175k
Cédric Brunner,FC Schalke 04,Right-Back,"Feb 17, 1994",29,Switzerland,€1.80m
Mehmet Aydın,FC Schalke 04,Right-Back,"Feb 9, 2002",21,Türkiye,€1.50m
Henning Matriciani,FC Schalke 04,Right-Back,"Mar 14, 2000",23,Germany,€1.20m
Alex Král,FC Schalke 04,Defensive Midfield,"May 19, 1998",25,Czech Republic,€7.00m
Éder Balanta,FC Schalke 04,Defensive Midfield,"Feb 28, 1993",30,Colombia,€2.00m
Florian Flick,FC Schalke 04,Defensive Midfield,"May 1, 2000",23,Germany,€1.50m
Niklas Tauer,FC Schalke 04,Defensive Midfield,"Feb 17, 2001",22,Germany,€1.20m
Tom Krauß,FC Schalke 04,Central Midfield,"Jun 22, 2001",22,Germany,€7.00m
Rodrigo Zalazar,FC Schalke 04,Central Midfield,"Aug 12, 1999",23,Uruguay,€4.00m
Danny Latza,FC Schalke 04,Central Midfield,"Dec 7, 1989",33,Germany,€500k
Nassim Boujellab,FC Schalke 04,Central Midfield,"Jun 20, 1999",24,Morocco,€400k
Thomas Ouwejan,FC Schalke 04,Left Midfield,"Sep 30, 1996",26,Netherlands,€2.00m
Tobias Mohr,FC Schalke 04,Left Midfield,"Aug 24, 1995",27,Germany,€1.20m
Florent Mollet,FC Schalke 04,Attacking Midfield,"Nov 19, 1991",31,France,€2.00m
Dominick Drexler,FC Schalke 04,Attacking Midfield,"May 26, 1990",33,Germany,€750k
Soichiro Kozuki,FC Schalke 04,Attacking Midfield,"Dec 22, 2000",22,Japan,€600k
Blendi Idrizi,FC Schalke 04,Attacking Midfield,"May 2, 1998",25,Kosovo,€400k
Marius Bülter,FC Schalke 04,Left Winger,"Mar 29, 1993",30,Germany,€3.00m
Andreas Ivan,FC Schalke 04,Left Winger,"Jan 10, 1995",28,Romania,€125k
Tim Skarke,FC Schalke 04,Right Winger,"Sep 7, 1996",26,Germany,€1.20m
Sidi Sané,FC Schalke 04,Right Winger,"Apr 21, 2003",20,Germany,€200k
Jordan Larsson,FC Schalke 04,Centre-Forward,"Jun 20, 1997",26,Sweden,€3.00m
Michael Frey,FC Schalke 04,Centre-Forward,"Jul 19, 1994",28,Switzerland,€2.00m
Kenan Karaman,FC Schalke 04,Centre-Forward,"Mar 5, 1994",29,Türkiye,€1.40m
Simon Terodde,FC Schalke 04,Centre-Forward,"Mar 2, 1988",35,Germany,€900k
Sebastian Polter,FC Schalke 04,Centre-Forward,"Apr 1, 1991",32,Germany,€800k
Keke Topp,FC Schalke 04,Centre-Forward,"Mar 25, 2004",19,Germany,€500k
Manuel Riemann,VfL Bochum,Goalkeeper,"Sep 9, 1988",34,Germany,€1.00m
Marko Johansson,VfL Bochum,Goalkeeper,"Aug 25, 1998",24,Sweden,€400k
Michael Esser,VfL Bochum,Goalkeeper,"Nov 22, 1987",35,Germany,€300k
Paul Grave,VfL Bochum,Goalkeeper,"Apr 10, 2001",22,Germany,€100k
Erhan Masovic,VfL Bochum,Centre-Back,"Nov 22, 1998",24,Serbia,€8.00m
Ivan Ordets,VfL Bochum,Centre-Back,"Jul 8, 1992",30,Ukraine,€3.00m
Keven Schlotterbeck,VfL Bochum,Centre-Back,"Apr 28, 1997",26,Germany,€3.00m
Dominique Heintz,VfL Bochum,Centre-Back,"Aug 15, 1993",29,Germany,€1.20m
Tim Oermann,VfL Bochum,Centre-Back,"Oct 6, 2003",19,Germany,€800k
Vasilios Lampropoulos,VfL Bochum,Centre-Back,"Mar 31, 1990",33,Greece,€500k
Mohammed Tolba,VfL Bochum,Centre-Back,"Jul 19, 2004",18,Germany,€200k
Danilo Soares,VfL Bochum,Left-Back,"Oct 29, 1991",31,Brazil,€1.80m
Jannes Horn,VfL Bochum,Left-Back,"Feb 6, 1997",26,Germany,€1.20m
Konstantinos Stafylidis,VfL Bochum,Left-Back,"Dec 2, 1993",29,Greece,€1.20m
Jordi Osei-Tutu,VfL Bochum,Right-Back,"Oct 2, 1998",24,England,€1.20m
Saidy Janko,VfL Bochum,Right-Back,"Oct 22, 1995",27,The Gambia,€1.00m
Cristian Gamboa,VfL Bochum,Right-Back,"Oct 24, 1989",33,Costa Rica,€600k
Jacek Goralski,VfL Bochum,Defensive Midfield,"Sep 21, 1992",30,Poland,€700k
Anthony Losilla,VfL Bochum,Defensive Midfield,"Mar 10, 1986",37,France,€500k
Patrick Osterhage,VfL Bochum,Central Midfield,"Feb 1, 2000",23,Germany,€4.00m
Pierre Kunde,VfL Bochum,Central Midfield,"Jul 26, 1995",27,Cameroon,€1.70m
Kevin Stöger,VfL Bochum,Attacking Midfield,"Aug 27, 1993",29,Austria,€3.00m
Philipp Förster,VfL Bochum,Attacking Midfield,"Feb 4, 1995",28,Germany,€2.80m
Gerrit Holtmann,VfL Bochum,Left Winger,"Mar 25, 1995",28,Philippines,€2.50m
Christopher Antwi-Adjei,VfL Bochum,Left Winger,"Feb 7, 1994",29,Ghana,€2.20m
Takuma Asano,VfL Bochum,Right Winger,"Nov 10, 1994",28,Japan,€4.00m
Tarsis Bonga,VfL Bochum,Right Winger,"Jan 10, 1997",26,Germany,€300k
Philipp Hofmann,VfL Bochum,Centre-Forward,"Mar 30, 1993",30,Germany,€2.80m
Simon Zoller,VfL Bochum,Centre-Forward,"Jun 26, 1991",32,Germany,€1.10m
Lys Mousset,VfL Bochum,Centre-Forward,"Feb 8, 1996",27,France,€1.00m
Moritz Broschinski,VfL Bochum,Centre-Forward,"Sep 23, 2000",22,Germany,€1.00m
Silvere Ganvoula,VfL Bochum,Centre-Forward,"Jun 29, 1996",27,Congo,€600k
