player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
Benno Schmitz,FC Koln,29, D(CLR),30(1),2431,1,0,6,0,0.3,63.6,1.0,0,6.46,2.1,0.8,1.0,0.1,1.8,1.3,0.1,2,0.6,0.1,0.6,0.0,0.3,0.8,35.5,0.7,1.8,0.0,0.36,0.64,0.01,10.0,0.04
Arne Maier,Augsburg,25, M(CR),24(6),1972,5,1,3,0,0.9,69.4,0.4,1,6.46,1.0,0.5,0.4,0.1,0.6,0.3,0.0,0,0.7,0.5,0.6,0.1,0.9,1.3,19.4,0.5,0.9,0.0,2.09,2.91,0.1,28.0,0.07
Kelvin Yeboah,Augsburg,23, FW,3(10),347,1,1,0,0,1.0,51.9,1.1,0,6.45,0.5,0.1,0.8,0.0,0.2,0.2,0.0,0,0.4,1.2,0.8,0.1,0.8,1.1,4.0,0.1,0.1,0.0,1.85,-0.85,0.48,13.0,0.14
Marvin Plattenhardt,Hertha Berlin,32," D(L),M(L)",29(2),2408,0,2,3,0,0.3,74.7,0.6,1,6.45,1.4,0.5,0.7,0.1,2.1,0.6,0.4,0,1.0,0.1,1.0,0.0,0.2,0.5,25.4,1.1,1.3,0.0,0.26,-0.26,0.01,8.0,0.03
Genki Haraguchi,VfB Stuttgart,32, M(CLR),9(2),753,0,2,1,0,0.5,83.1,0.5,0,6.45,1.5,0.7,0.4,0.0,0.5,1.1,0.2,1,0.7,0.8,1.5,0.0,0.5,1.4,26.4,0.2,1.2,0.0,0.2,-0.2,0.02,5.0,0.04
Ibrahim Maza,Hertha Berlin,18, Forward,0(2),70,1,0,0,0,0.5,78.6,0.0,0,6.45,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.51,0.49,0.65,1.0,0.51
Josha Vagnoman,VfB Stuttgart,23," D(LR),M(R)",16(7),1477,2,2,1,1,1.1,79.7,1.0,0,6.44,1.1,0.3,0.8,0.1,1.0,0.5,0.1,0,0.5,1.0,0.4,0.1,0.8,1.5,20.5,0.1,0.6,0.0,4.17,-2.17,0.25,25.0,0.17
Florian Neuhaus,Borussia M.Gladbach,27, M(C),16(7),1409,1,0,2,0,1.2,80.3,0.1,0,6.44,0.8,0.5,0.4,0.0,0.2,0.8,0.1,0,0.7,0.5,0.9,0.1,0.6,1.0,27.4,0.1,1.0,0.1,1.42,-0.42,0.09,28.0,0.05
Anthony Modeste,Borussia Dortmund,36, FW,7(12),807,2,1,4,0,1.2,59.5,1.7,0,6.44,0.2,0.1,0.7,0.0,1.1,0.2,0.0,0,0.4,0.0,0.4,0.3,0.5,0.9,6.4,0.1,0.0,0.0,4.31,-2.31,0.48,23.0,0.19
Sardar Azmoun,Bayer Leverkusen,29," AM(C),FW",8(15),917,4,1,1,0,1.2,66.0,1.0,0,6.44,0.3,0.1,0.7,0.0,0.6,0.3,0.0,0,0.6,0.3,0.0,0.3,0.4,1.0,10.6,0.0,0.5,0.1,3.78,0.22,0.37,28.0,0.14
Kevin Trapp,Eintracht Frankfurt,33, GK,33,2970,0,0,3,0,0.0,65.0,0.2,0,6.44,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,22.9,0.0,3.3,0.0,,,,,
Kiliann Sildillia,Freiburg,21," D(CR),M(R)",23(4),1977,0,2,2,1,0.4,74.1,1.6,0,6.43,1.2,0.8,1.4,0.2,1.6,0.4,0.3,0,0.4,0.4,0.2,0.1,0.6,0.8,32.9,0.2,1.2,0.0,0.92,-0.92,0.04,10.0,0.09
Kevin Vogt,Hoffenheim,32," D(CR),M(C)",22,1781,0,0,8,0,0.0,86.3,0.5,0,6.43,0.7,1.2,1.0,0.8,3.0,0.6,0.5,0,0.2,0.1,0.5,0.0,0.1,0.5,54.2,0.1,4.7,0.0,,,,,
Michael Frey,Schalke 04,29, FW,10(5),875,0,3,2,0,1.8,57.5,2.9,0,6.43,0.9,0.1,2.0,0.0,0.1,0.6,0.0,0,0.7,0.3,0.7,0.5,0.8,2.7,14.1,0.3,0.1,0.0,1.75,-1.75,0.18,27.0,0.06
Henning Matriciani,Schalke 04,24, D(CLR),22,1868,0,0,1,0,0.1,75.2,1.5,0,6.42,2.0,1.0,0.9,0.7,2.2,1.5,0.5,0,0.1,0.3,0.5,0.0,0.5,0.8,32.1,0.2,1.9,0.0,0.15,-0.15,0.01,3.0,0.05
Florian Niederlechner,Hertha Berlin,33," AM(CR),FW",11(5),787,1,0,2,0,1.3,66.9,1.1,0,6.42,0.7,0.1,0.9,0.0,0.6,0.2,0.1,0,0.4,0.4,0.9,0.6,0.8,1.1,13.7,0.0,0.1,0.0,3.05,0.95,0.3,28.0,0.11
Wilfried Kanga,Hertha Berlin,26, FW,15(8),1421,2,0,3,0,1.1,62.8,2.3,0,6.42,0.2,0.1,0.8,0.0,0.5,0.1,0.1,0,0.9,0.3,0.5,0.5,0.8,1.7,10.5,0.1,0.1,0.0,4.27,-2.27,0.27,25.0,0.17
Enzo Millot,VfB Stuttgart,21, M(C),9(14),885,0,1,3,0,0.7,82.2,0.3,1,6.42,1.0,0.5,0.7,0.0,0.3,0.3,0.1,0,0.5,0.9,0.8,0.0,0.6,0.8,15.9,0.2,0.1,0.0,1.5,-1.5,0.15,17.0,0.09
Takuma Asano,Bochum,29," AM(CLR),FW",21(4),1730,3,2,1,0,2.1,72.9,0.8,0,6.42,0.6,0.3,0.4,0.0,0.3,0.4,0.0,0,0.9,0.5,1.0,0.3,1.2,2.5,12.4,0.4,0.1,0.0,5.62,-2.62,0.29,53.0,0.11
Iago,Augsburg,27," D(L),M(L)",19(3),1605,0,2,4,1,0.4,64.3,0.6,0,6.42,1.5,0.8,0.6,0.4,2.2,0.8,0.2,0,0.5,0.7,0.6,0.0,0.5,1.2,21.9,0.5,1.4,0.0,0.51,-0.51,0.03,9.0,0.06
Pascal Klemens,Hertha Berlin,19, DMC,1,90,0,0,0,0,0.0,84.8,1.0,0,6.42,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,0.0,,,,,
Nadiem Amiri,Bayer Leverkusen,27, M(CLR),9(16),970,4,1,6,0,1.0,85.3,0.0,0,6.42,0.6,0.2,0.6,0.0,0.2,0.4,0.0,0,0.6,0.7,1.0,0.2,0.4,0.6,19.4,0.3,1.0,0.1,2.16,1.84,0.2,24.0,0.09
Callum Hudson-Odoi,Bayer Leverkusen,23, M(CLR),7(7),609,0,1,0,0,0.3,86.9,0.0,0,6.42,0.4,0.1,0.1,0.0,0.3,0.0,0.0,0,0.9,0.9,1.4,0.1,1.0,0.5,16.4,0.3,1.1,0.1,0.16,-0.16,0.02,4.0,0.04
Jere Uronen,Schalke 04,29," D(L),M(L)",9(2),681,0,0,2,0,0.4,73.6,1.5,0,6.42,1.3,0.7,0.5,0.0,1.1,0.4,0.2,0,0.8,0.1,1.2,0.0,0.3,1.1,24.5,1.2,1.3,0.0,0.06,-0.06,0.01,4.0,0.01
Carlos Gruezo,Augsburg,29, DMC,12(1),965,0,0,5,0,0.2,72.9,0.7,0,6.42,1.6,0.8,0.9,0.0,1.0,0.5,0.3,0,0.5,0.4,0.7,0.0,0.2,0.5,21.0,0.0,2.3,0.1,0.03,-0.03,0.0,2.0,0.01
Marcus Ingvartsen,Mainz 05,28," AM(CR),FW",16(12),1318,10,0,2,0,1.3,67.2,1.1,0,6.42,0.1,0.1,1.2,0.0,0.4,0.3,0.0,0,0.2,0.4,0.8,0.3,0.7,1.9,12.2,0.0,0.1,0.0,9.18,0.82,0.63,36.0,0.25
Charles Aránguiz,Bayer Leverkusen,35, M(C),4(6),493,1,0,1,0,0.5,83.2,0.2,0,6.41,1.7,0.7,0.7,0.0,0.4,0.8,0.0,0,0.3,0.4,1.0,0.0,0.2,0.8,29.7,0.0,1.0,0.0,0.29,0.71,0.05,5.0,0.06
Genki Haraguchi,Union Berlin,32, M(CLR),6(5),499,0,0,0,0,0.5,76.8,0.7,0,6.41,1.5,0.7,0.4,0.0,0.5,1.1,0.2,1,0.7,0.8,1.5,0.0,0.5,1.4,26.4,0.2,1.2,0.0,0.2,-0.2,0.02,5.0,0.04
Yussuf Poulsen,RB Leipzig,29," AM(CR),FW",3(16),400,2,1,1,0,0.7,55.1,1.4,0,6.41,0.3,0.0,0.5,0.0,0.3,0.2,0.1,0,0.4,0.3,0.5,0.1,0.5,1.4,6.2,0.1,0.1,0.1,1.54,0.46,0.35,13.0,0.12
Mads Pedersen,Augsburg,27," D(L),M(CL)",20(8),1840,0,0,6,0,0.3,73.8,0.3,0,6.41,1.6,0.7,0.8,0.2,1.2,0.4,0.3,0,0.5,0.6,0.8,0.0,0.5,1.2,17.3,0.3,0.9,0.0,0.4,-0.4,0.02,9.0,0.04
Dominick Drexler,Schalke 04,33, AM(CLR),16(11),1370,4,3,3,1,0.6,69.2,0.8,1,6.41,0.9,0.3,1.0,0.0,0.4,0.5,0.1,0,0.7,0.4,0.9,0.1,0.7,0.8,16.1,0.4,0.6,0.0,2.64,1.36,0.17,16.0,0.17
Alexander Hack,Mainz 05,30, D(C),14(5),1134,0,0,2,1,0.2,74.0,1.7,0,6.41,1.6,1.3,1.3,0.3,2.2,0.7,0.3,0,0.2,0.1,0.6,0.1,0.1,0.2,30.4,0.1,3.6,0.0,0.12,-0.12,0.01,3.0,0.04
Paul Seguin,Union Berlin,29," D(R),DMC",4(16),677,1,3,4,0,0.8,70.3,0.7,0,6.41,0.9,0.3,0.7,0.0,0.4,0.5,0.0,0,0.5,0.4,0.2,0.0,0.3,0.4,15.3,0.4,0.6,0.2,0.97,0.03,0.13,15.0,0.06
Tobias Mohr,Schalke 04,28," D(L),M(CL)",8(10),835,0,3,0,0,0.7,67.4,0.5,0,6.41,0.4,0.4,0.3,0.1,0.9,0.3,0.3,0,1.1,0.2,0.2,0.0,0.4,0.4,18.9,1.1,2.0,0.1,0.64,-0.64,0.07,12.0,0.05
Éder Balanta,Schalke 04,31," D(C),DMC",3(3),239,0,0,3,0,0.2,72.4,0.7,0,6.41,0.8,0.5,0.8,0.0,0.5,0.7,0.0,0,0.7,0.5,0.0,0.0,0.3,0.2,14.5,0.2,0.8,0.0,0.09,-0.09,0.03,1.0,0.09
Kevin Kampl,RB Leipzig,33, M(CLR),16(14),1371,2,2,8,0,0.2,88.6,0.2,0,6.41,0.7,0.7,0.7,0.0,0.4,0.7,0.3,0,0.4,0.3,0.2,0.0,0.3,0.6,29.7,0.0,1.1,0.1,1.28,0.72,0.08,7.0,0.18
Nikola Soldo,FC Koln,23, D(C),6(1),592,0,0,1,0,0.9,78.4,1.0,0,6.41,2.1,1.0,0.7,0.4,3.9,0.6,0.9,0,0.1,0.0,0.3,0.0,0.0,0.1,49.0,0.0,3.0,0.0,0.72,-0.72,0.11,6.0,0.12
Elvis Rexhbeçaj,Augsburg,26, M(C),30(1),2536,0,0,6,0,0.5,69.8,1.2,0,6.39,1.6,0.5,0.9,0.1,1.0,1.0,0.4,1,0.4,0.2,1.6,0.0,0.4,1.1,28.6,0.0,1.0,0.0,0.34,-0.34,0.01,16.0,0.02
Filip Uremovic,Hertha Berlin,27, D(CR),21(1),1733,0,0,6,1,0.4,79.4,2.5,1,6.39,1.7,1.6,1.2,0.6,3.9,0.4,0.6,0,0.2,0.1,0.5,0.0,0.2,0.5,28.7,0.0,0.9,0.0,1.03,-1.03,0.05,9.0,0.11
Oliver Christensen,Hertha Berlin,25, GK,33,2970,0,0,2,0,0.0,58.8,0.2,1,6.39,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,31.7,0.0,7.2,0.0,,,,,
Danny da Costa,Mainz 05,30," D(R),M(R)",14(9),1238,0,2,0,0,0.3,64.3,0.8,0,6.39,0.9,0.4,0.3,0.1,0.9,0.3,0.1,0,0.5,0.5,0.1,0.2,0.5,1.1,17.8,0.3,0.6,0.0,0.74,-0.74,0.05,7.0,0.11
Marvin Friedrich,Borussia M.Gladbach,28, D(C),13(10),1244,1,0,2,0,0.4,86.4,1.8,0,6.39,0.7,0.5,0.1,0.3,2.2,0.1,0.3,0,0.2,0.1,0.1,0.0,0.1,0.3,41.6,0.0,1.6,0.0,0.98,0.02,0.07,9.0,0.11
Makoto Hasebe,Eintracht Frankfurt,40," D(CR),M(CR)",15(3),1309,0,0,1,0,0.0,88.0,0.8,0,6.39,1.0,0.9,0.4,0.3,2.5,0.8,0.5,0,0.1,0.0,0.8,0.0,0.1,0.2,55.7,0.0,3.4,0.1,,,,,
Kristian Pedersen,FC Koln,29," D(CL),M(L)",3(3),274,0,0,1,0,0.2,73.9,1.7,0,6.38,0.8,1.0,0.8,0.0,2.7,0.3,0.0,0,0.3,0.3,0.2,0.0,0.2,0.2,22.3,0.0,0.7,0.0,0.4,-0.4,0.13,1.0,0.4
Mitchel Bakker,Bayer Leverkusen,23," D(L),M(L)",19(9),1657,3,2,4,1,0.6,78.3,0.4,0,6.38,0.6,0.5,0.6,0.1,0.6,0.3,0.1,0,0.6,0.4,0.5,0.1,0.5,0.8,27.8,0.1,1.1,0.0,1.42,1.58,0.08,17.0,0.08
Hugo Novoa,RB Leipzig,21, Forward,2(5),182,1,0,0,0,0.4,74.7,0.4,0,6.38,1.1,0.1,0.9,0.0,0.0,0.4,0.0,0,0.3,0.7,0.3,0.6,1.0,0.1,11.3,0.0,0.4,0.0,0.5,0.5,0.24,3.0,0.17
András Schäfer,Union Berlin,25, M(C),10(6),864,0,0,0,0,0.4,76.6,0.7,0,6.38,1.3,0.3,0.9,0.0,0.6,0.5,0.1,0,0.2,0.6,0.9,0.1,0.8,1.3,16.6,0.1,0.2,0.1,0.31,-0.31,0.03,7.0,0.04
Stanley Nsoki,Hoffenheim,25, D(CL),14(5),1288,1,0,2,1,0.3,81.8,1.2,0,6.38,1.2,1.3,0.7,0.4,1.7,0.5,0.3,0,0.2,0.6,0.4,0.0,0.2,0.7,41.0,0.0,2.1,0.0,0.63,0.37,0.04,6.0,0.1
Kevin Paredes,Wolfsburg,20, M(L),1(21),515,1,3,2,0,0.2,79.9,0.1,0,6.38,0.6,0.3,0.2,0.0,0.4,0.1,0.0,0,0.6,0.2,0.8,0.1,0.2,0.4,7.9,0.3,0.3,0.0,0.17,0.83,0.03,4.0,0.04
Alex Král,Schalke 04,25, DMC,26(3),2357,0,0,3,0,1.1,71.2,1.7,0,6.38,1.2,0.6,0.7,0.0,1.8,0.7,0.2,1,0.4,0.8,0.6,0.1,0.7,1.0,28.0,0.2,1.3,0.0,1.6,-1.6,0.06,32.0,0.05
Angelo Stiller,Hoffenheim,23, DMC,7(14),700,1,1,1,0,0.3,78.1,0.8,0,6.37,1.2,0.5,0.5,0.0,0.6,0.2,0.1,0,0.1,0.1,0.1,0.0,0.5,0.7,16.8,0.0,0.8,0.0,0.35,0.65,0.04,7.0,0.05
Robert Gumny,Augsburg,25, D(CLR),23(6),2021,1,2,5,1,0.3,66.7,1.6,0,6.37,1.2,0.9,1.1,0.2,2.0,0.6,0.2,0,0.3,0.2,0.6,0.0,0.4,0.6,20.7,0.1,1.2,0.0,0.39,0.61,0.02,9.0,0.04
Nikolas Nartey,VfB Stuttgart,24," DMC,M(L)",5(4),472,0,0,1,0,0.4,81.4,1.0,0,6.37,1.2,0.4,0.6,0.1,0.9,0.4,0.0,0,0.4,0.4,0.8,0.1,1.0,0.4,26.3,0.1,0.9,0.0,0.38,-0.38,0.07,4.0,0.1
Yann Sommer,Bayern Munich,35, GK,19,1710,0,0,1,0,0.0,85.3,0.3,0,6.37,0.1,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,0.0,6.9,0.0,,,,,
Romano Schmid,Werder Bremen,24," AM(CLR),FW",15(12),1521,1,3,3,0,0.7,76.8,0.7,0,6.37,0.9,0.3,0.6,0.1,0.4,0.4,0.1,0,0.8,0.6,0.9,0.1,0.9,1.7,26.3,0.1,1.0,0.1,1.43,-0.43,0.08,18.0,0.08
Manuel Gulde,Freiburg,33, D(C),8(7),641,1,0,2,0,0.1,83.2,1.5,0,6.37,0.9,1.3,0.6,0.3,1.6,0.1,0.1,0,0.1,0.0,0.1,0.0,0.1,0.3,27.0,0.2,1.5,0.0,0.55,0.45,0.08,2.0,0.27
Florian Flick,Schalke 04,24, DMC,5(3),511,0,0,1,0,0.3,70.9,2.0,0,6.37,1.5,0.5,0.8,0.0,2.3,1.3,0.4,0,0.1,0.1,0.5,0.0,0.3,0.4,22.8,0.0,1.1,0.0,0.08,-0.08,0.01,2.0,0.04
Niklas Dorsch,Augsburg,26, DMC,5(6),478,0,0,1,0,0.0,76.4,0.5,0,6.36,1.9,0.5,0.9,0.0,0.8,0.6,0.3,0,0.1,0.5,0.5,0.0,0.5,0.1,16.5,0.1,0.6,0.1,,,,,
Pascal Stenzel,VfB Stuttgart,28," D(CR),M(R)",3(9),327,0,1,0,0,0.2,80.4,0.1,0,6.36,1.0,0.4,0.3,0.1,0.5,0.3,0.2,0,0.7,0.0,0.2,0.0,0.0,0.4,14.0,0.7,2.1,0.0,0.04,-0.04,0.01,2.0,0.02
Mathys Tel,Bayern Munich,19, Forward,1(21),399,5,0,2,0,0.9,80.4,0.4,0,6.36,0.1,0.0,0.4,0.0,0.1,0.0,0.0,0,0.3,0.5,0.3,0.2,0.5,1.1,7.0,0.1,0.0,0.0,2.87,2.13,0.65,19.0,0.15
Luca Netz,Borussia M.Gladbach,20," D(L),M(L)",7(13),700,1,3,0,0,0.2,79.5,0.4,0,6.35,1.3,0.3,0.3,0.2,1.2,0.7,0.1,0,0.3,0.5,0.1,0.1,0.3,0.7,14.7,0.1,0.3,0.0,0.99,0.01,0.13,4.0,0.25
Alexander Schwolow,Schalke 04,31, GK,22(1),2034,0,0,1,0,0.0,63.3,0.2,0,6.35,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,33.5,0.0,9.3,0.0,0.07,-0.07,0.0,1.0,0.07
Sebastian Polter,Schalke 04,33," AM(R),FW",5(14),619,2,3,3,0,0.6,54.2,2.1,0,6.35,0.2,0.1,1.2,0.0,0.3,0.2,0.0,0,0.5,0.1,0.6,0.2,0.6,1.4,8.1,0.1,0.1,0.0,2.23,-0.23,0.32,12.0,0.19
Tolga Cigerci,Hertha Berlin,32, M(CLR),10(1),681,0,1,2,0,0.8,81.2,0.9,0,6.35,1.5,0.7,1.2,0.0,0.5,0.5,0.2,0,0.5,0.5,0.3,0.0,0.5,0.9,35.8,0.5,1.0,0.0,0.17,-0.17,0.02,9.0,0.02
Josip Stanisic,Bayern Munich,24, D(CR),4(10),573,0,0,1,0,0.0,91.7,0.4,0,6.35,1.4,0.5,0.4,0.0,0.7,0.4,0.1,0,0.3,0.4,0.2,0.0,0.2,0.5,41.4,0.2,1.5,0.0,,,,,
Cristian Gamboa,Bochum,34," D(R),M(R)",17(2),1485,0,0,2,0,0.4,68.4,0.7,0,6.34,2.2,0.8,0.7,0.2,1.6,0.5,0.4,1,0.5,0.3,0.3,0.1,0.2,0.5,27.9,0.6,3.3,0.0,0.11,-0.11,0.01,8.0,0.01
Kilian Fischer,Wolfsburg,23, D(R),5(5),501,0,0,2,0,0.3,83.7,0.2,0,6.34,0.9,0.5,0.8,0.0,1.5,0.5,0.0,0,0.5,0.3,0.5,0.0,0.1,0.4,20.2,0.5,0.9,0.0,0.34,-0.34,0.06,3.0,0.11
Sepp van den Berg,Schalke 04,22," D(CR),M(R)",8(1),696,1,0,2,0,0.6,83.5,1.6,0,6.34,0.6,1.4,0.4,0.6,3.6,0.3,0.6,0,0.2,0.1,0.0,0.0,0.1,0.9,36.4,0.0,2.4,0.0,0.37,0.63,0.05,5.0,0.07
Daley Sinkgraven,Bayer Leverkusen,28," D(L),M(CL)",4(8),342,0,2,1,0,0.3,74.6,0.3,0,6.34,0.8,0.4,0.5,0.1,0.4,0.2,0.3,0,0.5,0.3,0.3,0.0,0.6,0.3,14.4,0.1,0.6,0.0,0.19,-0.19,0.05,4.0,0.05
Sebastian Rudy,Hoffenheim,34," D(R),M(CR)",6(16),790,0,1,3,0,0.2,78.9,0.3,0,6.34,1.2,0.5,1.0,0.0,0.5,0.6,0.3,0,0.6,0.0,0.4,0.0,0.4,0.5,18.1,0.7,0.9,0.0,0.14,-0.14,0.02,5.0,0.03
Kevin Schade,Freiburg,22, AM(LR),1(7),175,1,0,0,0,0.5,50.0,2.1,0,6.33,0.8,0.0,0.5,0.0,0.3,0.3,0.0,0,0.0,0.4,0.8,0.0,0.8,1.0,6.5,0.0,0.1,0.0,0.2,0.8,0.1,4.0,0.05
Josip Brekalo,Wolfsburg,25," AM(CLR),FW",3(3),271,0,1,0,0,0.3,73.8,0.0,0,6.33,0.3,0.3,0.3,0.0,0.2,0.7,0.0,0,0.8,0.8,0.5,0.2,1.0,0.5,21.7,0.5,0.8,0.0,0.07,-0.07,0.02,2.0,0.03
Gerrit Holtmann,Bochum,29," D(L),M(LR)",8(15),934,1,1,0,0,1.3,68.2,0.6,0,6.33,0.6,0.1,0.3,0.0,0.1,0.4,0.0,0,0.4,0.7,0.3,0.1,0.7,1.3,9.2,0.2,0.1,0.0,2.45,-1.45,0.24,30.0,0.08
Kenan Karaman,Schalke 04,30," AM(CLR),FW",10(11),971,1,2,2,0,1.0,68.1,1.5,0,6.33,0.5,0.1,0.6,0.0,0.4,0.4,0.0,0,0.3,0.5,1.1,0.3,0.9,1.4,8.8,0.1,0.1,0.0,2.37,-1.37,0.22,22.0,0.11
Marvin Schwäbe,FC Koln,29, GK,34,3060,0,0,1,0,0.0,76.7,0.2,1,6.33,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,37.4,0.0,5.8,0.0,,,,,
Maximilian Bauer,Augsburg,24, D(C),20(7),1845,0,1,8,0,0.3,73.1,2.6,0,6.33,1.1,0.9,0.9,0.5,2.9,0.6,0.3,0,0.1,0.1,0.9,0.0,0.2,0.4,27.7,0.0,2.0,0.0,1.29,-1.29,0.06,8.0,0.16
Jessic Ngankam,Hertha Berlin,23, FW,8(10),825,4,0,5,0,1.1,62.7,0.8,0,6.33,0.8,0.1,1.1,0.0,0.2,0.4,0.1,0,0.3,0.6,0.7,0.1,1.0,1.4,6.1,0.0,0.2,0.0,4.37,-0.37,0.48,19.0,0.23
Fredrik Jensen,Augsburg,26," AM(CLR),FW",8(12),922,2,1,1,0,0.6,58.8,1.0,0,6.33,0.8,0.2,0.8,0.1,0.6,0.3,0.3,0,0.7,0.2,0.4,0.2,1.0,1.2,12.3,0.3,0.8,0.0,1.58,0.42,0.15,11.0,0.14
Reece Oxford,Augsburg,25," D(C),DMC",1(2),93,0,0,0,0,0.0,54.9,2.3,0,6.32,0.3,0.3,0.0,0.3,1.7,0.0,1.0,0,0.3,0.0,0.7,0.0,0.0,0.3,17.0,0.0,1.3,0.0,,,,,
Jean-Paul Boëtius,Hertha Berlin,30," AM(CL),FW",10(11),1046,0,0,3,0,0.2,73.2,0.2,0,6.32,1.4,0.7,0.7,0.0,0.4,0.8,0.2,0,0.6,0.3,1.2,0.0,0.6,1.0,19.6,0.1,1.3,0.0,0.87,-0.87,0.07,5.0,0.17
Ivan Sunjic,Hertha Berlin,27, DMC,12(6),993,0,0,4,0,0.3,75.0,0.4,1,6.32,2.1,0.7,0.9,0.0,1.0,0.4,0.3,0,0.2,0.0,0.5,0.1,0.3,0.4,20.0,0.0,1.0,0.1,0.3,-0.3,0.03,6.0,0.05
Raphael Framberger,Augsburg,28," D(R),M(R)",2(1),177,0,0,0,0,0.0,35.0,1.7,0,6.32,3.3,0.7,1.3,0.7,1.7,0.7,0.3,0,0.3,0.0,0.0,0.0,1.0,1.0,13.3,0.0,0.0,0.0,,,,,
Noah Weißhaupt,Freiburg,22, M(L),3(15),419,0,1,0,0,0.1,73.4,0.2,0,6.32,0.6,0.3,0.1,0.0,0.4,0.3,0.0,0,0.4,0.4,1.1,0.1,0.2,0.7,7.9,0.2,0.2,0.1,0.52,-0.52,0.11,2.0,0.26
Keven Schlotterbeck,Freiburg,27, D(C),0(2),12,0,0,0,0,0.0,100.0,1.0,0,6.32,1.3,1.1,0.8,0.4,3.8,0.2,0.4,0,0.3,0.0,0.7,0.1,0.2,0.3,23.5,0.0,1.5,0.0,1.26,0.74,0.15,8.0,0.16
Ilia Gruev,Werder Bremen,23, DMC,18(13),1588,0,0,2,0,0.2,86.9,0.5,0,6.31,1.4,0.7,0.9,0.2,0.7,0.4,0.2,0,0.3,0.2,0.4,0.0,0.4,0.6,24.7,0.2,0.8,0.0,0.37,-0.37,0.02,6.0,0.06
Davie Selke,Hertha Berlin,29, FW,3(10),276,1,1,1,0,0.5,62.1,1.7,0,6.31,0.0,0.0,0.9,0.0,0.6,0.2,0.1,0,0.5,0.2,0.7,0.4,0.5,0.7,11.9,0.0,0.0,0.0,3.67,1.33,0.38,28.0,0.13
Mehmet Aydin,Schalke 04,22," D(R),M(R)",3(13),560,0,0,0,0,0.3,64.9,0.8,0,6.31,1.6,0.6,0.4,0.1,0.9,0.8,0.0,0,0.3,0.3,0.4,0.0,0.2,0.8,12.6,0.4,0.4,0.0,0.14,-0.14,0.02,5.0,0.03
Lee Buchanan,Werder Bremen,23," D(CL),M(L)",2(19),456,1,0,2,0,0.2,68.2,0.4,0,6.31,0.7,0.6,0.3,0.0,0.8,0.3,0.0,0,0.2,0.0,0.3,0.0,0.1,0.3,10.0,0.1,0.9,0.0,0.32,0.68,0.06,5.0,0.06
Florian Dietz,FC Koln,25, Forward,4(7),394,1,0,1,0,1.5,55.1,2.2,0,6.3,0.2,0.0,1.0,0.0,0.2,0.3,0.1,0,0.4,0.1,0.1,0.1,0.8,1.6,6.3,0.0,0.0,0.0,2.77,-1.77,0.63,17.0,0.16
Márton Dárdai,Hertha Berlin,22," D(C),DMC",11(6),948,1,0,2,0,0.1,59.5,1.0,0,6.3,1.0,0.6,0.6,0.1,2.5,0.5,0.5,0,0.2,0.2,0.5,0.0,0.2,0.2,21.9,0.1,2.1,0.0,0.05,0.95,0.0,2.0,0.03
Thomas Ouwejan,Schalke 04,27," D(L),DMC,M(L)",10(7),902,0,1,1,0,0.3,66.0,0.2,0,6.3,1.2,0.8,0.4,0.0,1.3,0.2,0.2,0,1.1,0.1,0.4,0.1,0.2,0.5,18.2,1.5,0.8,0.0,0.14,-0.14,0.01,5.0,0.03
Denis Huseinbasic,FC Koln,22, M(C),7(17),782,4,1,3,0,0.7,79.5,0.3,0,6.3,1.0,0.2,0.6,0.0,0.2,0.6,0.1,0,0.2,0.3,0.3,0.0,0.8,1.0,11.2,0.0,0.3,0.0,3.24,0.76,0.37,16.0,0.2
Fabian Bredlow,VfB Stuttgart,29, GK,15,1350,0,0,2,0,0.0,83.5,0.0,0,6.3,0.1,0.0,0.1,0.0,0.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,0.0,4.9,0.0,,,,,
David Colina,Augsburg,23, Defender,0(7),161,1,0,0,0,0.1,60.4,0.1,0,6.3,0.6,0.6,0.1,0.1,0.4,0.0,0.0,0,0.3,0.6,0.6,0.0,0.3,0.7,6.9,0.3,0.0,0.0,0.35,0.65,0.2,1.0,0.35
