Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Norbert Gyömbér,US Salernitana 1919,Centre-Back,"Jul 3, 1992",30,Slovakia,€1.50m
Valerio Mantovani,US Salernitana 1919,Centre-Back,"Apr 18, 1996",27,Italy,€700k
Federico Fazio,US Salernitana 1919,Centre-Back,"Mar 17, 1987",36,Argentina,€400k
Andrei Motoc,US Salernitana 1919,Centre-Back,"Dec 13, 2002",20,Moldova,€75k
Domagoj Bradarić,US Salernitana 1919,Left-Back,"Dec 10, 1999",23,Croatia,€7.00m
Sanasi Sy,US Salernitana 1919,Left-Back,"Apr 4, 1999",24,France,€300k
Pasquale Mazzocchi,US Salernitana 1919,Right-Back,"Jul 27, 1995",27,Italy,€4.80m
Junior Sambia,US Salernitana 1919,Right-Back,"Sep 7, 1996",26,France,€3.50m
Wajdi Kechrida,US Salernitana 1919,Right-Back,"Nov 5, 1995",27,Tunisia,€800k
Frédéric Veseli,US Salernitana 1919,Right-Back,"Nov 20, 1992",30,Albania,€300k
Emil Bohinen,US Salernitana 1919,Defensive Midfield,"Mar 12, 1999",24,Norway,€3.40m
Ivan Radovanovic,US Salernitana 1919,Defensive Midfield,"Aug 29, 1988",34,Serbia,€400k
Giulio Maggiore,US Salernitana 1919,Central Midfield,"Mar 12, 1998",25,Italy,€5.50m
Lassana Coulibaly,US Salernitana 1919,Central Midfield,"Apr 10, 1996",27,Mali,€5.00m
Tonny Vilhena,US Salernitana 1919,Central Midfield,"Jan 3, 1995",28,Netherlands,€3.80m
Hans Nicolussi Caviglia,US Salernitana 1919,Central Midfield,"Jun 18, 2000",23,Italy,€2.00m
Domen Crnigoj,US Salernitana 1919,Central Midfield,"Nov 18, 1995",27,Slovenia,€1.50m
Leonardo Capezzi,US Salernitana 1919,Central Midfield,"Mar 28, 1995",28,Italy,€350k
Michele Cavion,US Salernitana 1919,Central Midfield,"Dec 8, 1994",28,Italy,€350k
Antonio Pio Iervolino,US Salernitana 1919,Central Midfield,"May 23, 2003",20,Italy,€100k
Antonio Candreva,US Salernitana 1919,Right Midfield,"Feb 28, 1987",36,Italy,€1.50m
Pawel Jaroszynski,US Salernitana 1919,Left Midfield,"Oct 2, 1994",28,Poland,€450k
Grigoris Kastanos,US Salernitana 1919,Attacking Midfield,"Jan 30, 1998",25,Cyprus,€1.80m
Reda Boultam,US Salernitana 1919,Attacking Midfield,"Mar 3, 1998",25,Netherlands,€400k
Andres Sfait,US Salernitana 1919,Left Winger,"Dec 9, 2004",18,Romania,€50k
Franck Ribéry,US Salernitana 1919,Left Winger,"Apr 7, 1983",40,France,-
Boulaye Dia,US Salernitana 1919,Centre-Forward,"Nov 16, 1996",26,Senegal,€25.00m
Krzysztof Piatek,US Salernitana 1919,Centre-Forward,"Jul 1, 1995",27,Poland,€7.00m
Federico Bonazzoli,US Salernitana 1919,Centre-Forward,"May 21, 1997",26,Italy,€4.00m
Erik Botheim,US Salernitana 1919,Centre-Forward,"Jan 10, 2000",23,Norway,€3.50m
Diego Valencia,US Salernitana 1919,Centre-Forward,"Jan 14, 2000",23,Chile,€2.00m
Edoardo Vergani,US Salernitana 1919,Centre-Forward,"Feb 6, 2001",22,Italy,€450k
Julian Kristoffersen,US Salernitana 1919,Centre-Forward,"May 10, 1997",26,Norway,€175k
Bartlomiej Dragowski,Spezia Calcio,Goalkeeper,"Aug 19, 1997",25,Poland,€4.50m
Jeroen Zoet,Spezia Calcio,Goalkeeper,"Jan 6, 1991",32,Netherlands,€400k
Petar Zovko,Spezia Calcio,Goalkeeper,"Mar 25, 2002",21,Bosnia-Herzegovina,€100k
Federico Marchetti,Spezia Calcio,Goalkeeper,"Feb 7, 1983",40,Italy,€50k
Leonardo Dido,Spezia Calcio,Goalkeeper,"Jan 5, 2004",19,Italy,€10k
Dimitrios Nikolaou,Spezia Calcio,Centre-Back,"Aug 13, 1998",24,Greece,€3.50m
Przemysław Wiśniewski,Spezia Calcio,Centre-Back,"Jul 27, 1998",24,Poland,€3.00m
Mattia Caldara,Spezia Calcio,Centre-Back,"May 5, 1994",29,Italy,€2.00m
Petko Hristov,Spezia Calcio,Centre-Back,"Mar 1, 1999",24,Bulgaria,€900k
Elio Capradossi,Spezia Calcio,Centre-Back,"Mar 11, 1996",27,Italy,€750k
Nicolò Bertola,Spezia Calcio,Centre-Back,"Mar 23, 2003",20,Italy,€150k
Simone Giorgeschi,Spezia Calcio,Centre-Back,"Jun 28, 2004",19,Italy,€50k
Jakub Kiwior,Spezia Calcio,Left-Back,"Feb 15, 2000",23,Poland,€25.00m
Arkadiusz Reca,Spezia Calcio,Left-Back,"Jun 17, 1995",28,Poland,€3.00m
João Moutinho,Spezia Calcio,Left-Back,"Jan 12, 1998",25,Portugal,€1.50m
Leonardo Gabelli,Spezia Calcio,Left-Back,"Apr 30, 2002",21,Italy,€25k
Kelvin Amian,Spezia Calcio,Right-Back,"Feb 8, 1998",25,France,€3.80m
Luca Vignali,Spezia Calcio,Right-Back,"Jan 11, 1996",27,Italy,€1.00m
Salva Ferrer,Spezia Calcio,Right-Back,"Jan 21, 1998",25,Spain,€800k
Ethan Ampadu,Spezia Calcio,Defensive Midfield,"Sep 14, 2000",22,Wales,€9.00m
Salvatore Esposito,Spezia Calcio,Defensive Midfield,"Oct 7, 2000",22,Italy,€3.30m
Albin Ekdal,Spezia Calcio,Defensive Midfield,"Jul 28, 1989",33,Sweden,€800k
Aurélien Nguiamba,Spezia Calcio,Defensive Midfield,"Jan 18, 1999",24,France,€300k
Simone Bastoni,Spezia Calcio,Central Midfield,"Nov 5, 1996",26,Italy,€6.50m
Szymon Żurkowski,Spezia Calcio,Central Midfield,"Sep 25, 1997",25,Poland,€3.50m
Mikael Egill Ellertsson,Spezia Calcio,Central Midfield,"Mar 11, 2002",21,Iceland,€1.50m
Mehdi Bourabia,Spezia Calcio,Central Midfield,"Aug 7, 1991",31,Morocco,€1.30m
Aimar Sher,Spezia Calcio,Central Midfield,"Dec 20, 2002",20,Sweden,€800k
Tio Cipot,Spezia Calcio,Central Midfield,"Apr 20, 2003",20,Slovenia,€700k
Emil Kornvig,Spezia Calcio,Central Midfield,"Apr 28, 2000",23,Denmark,€450k
Jacopo Sala,Spezia Calcio,Central Midfield,"Dec 5, 1991",31,Italy,€400k
Julius Beck,Spezia Calcio,Central Midfield,"Apr 27, 2005",18,Denmark,€250k
Pietro Candelari,Spezia Calcio,Central Midfield,"Jan 21, 2005",18,Italy,-
Emil Holm,Spezia Calcio,Right Midfield,"May 13, 2000",23,Sweden,€5.00m
Daniel Maldini,Spezia Calcio,Attacking Midfield,"Oct 11, 2001",21,Italy,€3.00m
Kevin Agudelo,Spezia Calcio,Attacking Midfield,"Nov 14, 1998",24,Colombia,€3.00m
Viktor Kovalenko,Spezia Calcio,Attacking Midfield,"Feb 14, 1996",27,Ukraine,€1.50m
Leonardo Pedicillo,Spezia Calcio,Attacking Midfield,"Jan 20, 2003",20,Italy,€25k
Emmanuel Gyasi,Spezia Calcio,Left Winger,"Jan 11, 1994",29,Ghana,€2.00m
Suf Podgoreanu,Spezia Calcio,Left Winger,"Jan 20, 2002",21,Israel,€300k
Daniele Verde,Spezia Calcio,Right Winger,"Jun 20, 1996",27,Italy,€3.00m
Leandro Sanca,Spezia Calcio,Right Winger,"Jan 4, 2000",23,Guinea-Bissau,€400k
Ognjen Stijepovic,Spezia Calcio,Second Striker,"Oct 22, 1999",23,Montenegro,€50k
M'Bala Nzola,Spezia Calcio,Centre-Forward,"Aug 18, 1996",26,Angola,€8.00m
Eldor Shomurodov,Spezia Calcio,Centre-Forward,"Jun 29, 1995",28,Uzbekistan,€6.00m
Raimonds Krollis,Spezia Calcio,Centre-Forward,"Oct 28, 2001",21,Latvia,€2.50m
David Strelec,Spezia Calcio,Centre-Forward,"Apr 4, 2001",22,Slovakia,€1.10m
Samuel Mraz,Spezia Calcio,Centre-Forward,"May 13, 1997",26,Slovakia,€600k
Wladimiro Falcone,US Lecce,Goalkeeper,"Apr 12, 1995",28,Italy,€5.00m
Federico Brancolini,US Lecce,Goalkeeper,"Jul 14, 2001",21,Italy,€200k
Marco Bleve,US Lecce,Goalkeeper,"Oct 18, 1995",27,Italy,€150k
Jasper Samooja,US Lecce,Goalkeeper,"Jul 21, 2003",19,Finland,€75k
Federico Baschirotto,US Lecce,Centre-Back,"Sep 20, 1996",26,Italy,€8.00m
Marin Pongracic,US Lecce,Centre-Back,"Sep 11, 1997",25,Croatia,€4.00m
Samuel Umtiti,US Lecce,Centre-Back,"Nov 14, 1993",29,France,€4.00m
Pietro Ceccaroni,US Lecce,Centre-Back,"Dec 21, 1995",27,Italy,€1.60m
Mert Çetin,US Lecce,Centre-Back,"Jan 1, 1997",26,Türkiye,€1.20m
Simone Romagnoli,US Lecce,Centre-Back,"Feb 9, 1990",33,Italy,€750k
Kastriot Dermaku,US Lecce,Centre-Back,"Jan 15, 1992",31,Albania,€400k
Alessandro Tuia,US Lecce,Centre-Back,"Jun 8, 1990",33,Italy,€400k
Mattia Ciucci,US Lecce,Centre-Back,"Nov 11, 2002",20,Italy,€25k
Antonino Gallo,US Lecce,Left-Back,"Jan 5, 2000",23,Italy,€2.50m
Giuseppe Pezzella,US Lecce,Left-Back,"Nov 29, 1997",25,Italy,€2.50m
Gianluca Frabotta,US Lecce,Left-Back,"Jun 24, 1999",24,Italy,€1.40m
Valentin Gendrey,US Lecce,Right-Back,"Jun 21, 2000",23,France,€4.00m
Arturo Calabresi,US Lecce,Right-Back,"Mar 17, 1996",27,Italy,€1.10m
Tommaso Cassandro,US Lecce,Right-Back,"Jan 9, 2000",23,Italy,€900k
Mats Lemmens,US Lecce,Right-Back,"Mar 10, 2002",21,Belgium,€100k
Morten Hjulmand,US Lecce,Defensive Midfield,"Jun 25, 1999",24,Denmark,€15.00m
Alexis Blin,US Lecce,Defensive Midfield,"Sep 16, 1996",26,France,€2.50m
Joan González,US Lecce,Central Midfield,"Feb 1, 2002",21,Spain,€6.00m
Youssef Maleh,US Lecce,Central Midfield,"Aug 22, 1998",24,Morocco,€4.50m
Kristijan Bistrovic,US Lecce,Central Midfield,"Apr 9, 1998",25,Croatia,€2.50m
Kristoffer Askildsen,US Lecce,Central Midfield,"Jan 9, 2001",22,Norway,€2.00m
Daniel Samek,US Lecce,Central Midfield,"Feb 19, 2004",19,Czech Republic,€1.50m
Thórir Jóhann Helgason,US Lecce,Central Midfield,"Sep 28, 2000",22,Iceland,€800k
Medon Berisha,US Lecce,Central Midfield,"Oct 21, 2003",19,Albania,€500k
Rémi Oudin,US Lecce,Attacking Midfield,"Nov 18, 1996",26,France,€4.00m
Lameck Banda,US Lecce,Left Winger,"Jan 29, 2001",22,Zambia,€4.00m
Federico Di Francesco,US Lecce,Left Winger,"Jun 14, 1994",29,Italy,€1.80m
Francesco Di Mariano,US Lecce,Left Winger,"Apr 20, 1996",27,Italy,€1.40m
Marcin Listkowski,US Lecce,Left Winger,"Feb 10, 1998",25,Poland,€300k
Gabriel Strefezza,US Lecce,Right Winger,"Apr 18, 1997",26,Brazil,€10.00m
Pablo Rodríguez,US Lecce,Second Striker,"Aug 4, 2001",21,Spain,€2.00m
Lorenzo Colombo,US Lecce,Centre-Forward,"Mar 8, 2002",21,Italy,€5.00m
Assan Ceesay,US Lecce,Centre-Forward,"Mar 17, 1994",29,The Gambia,€2.50m
Joel Voelkerling Persson,US Lecce,Centre-Forward,"Jan 15, 2003",20,Sweden,€600k
Marco Carnesecchi,US Cremonese,Goalkeeper,"Jul 1, 2000",22,Italy,€13.00m
Andrei Radu,US Cremonese,Goalkeeper,"May 28, 1997",26,Romania,€3.50m
Mouhamadou Sarr,US Cremonese,Goalkeeper,"Jan 5, 1997",26,Senegal,€400k
Gianluca Saro,US Cremonese,Goalkeeper,"Jun 25, 2000",23,Italy,€200k
Dorian Ciezkowski,US Cremonese,Goalkeeper,"Mar 22, 2001",22,Poland,€100k
Johan Vásquez,US Cremonese,Centre-Back,"Oct 22, 1998",24,Mexico,€3.60m
Jack Hendry,US Cremonese,Centre-Back,"May 7, 1995",28,Scotland,€3.00m
Emanuel Aiwu,US Cremonese,Centre-Back,"Dec 25, 2000",22,Austria,€3.00m
Luka Lochoshvili,US Cremonese,Centre-Back,"May 29, 1998",25,Georgia,€1.80m
Luca Ravanelli,US Cremonese,Centre-Back,"Jan 6, 1997",26,Italy,€1.40m
Alex Ferrari,US Cremonese,Centre-Back,"Jul 1, 1994",28,Italy,€1.00m
Vlad Chiricheș,US Cremonese,Centre-Back,"Nov 14, 1989",33,Romania,€900k
Matteo Bianchetti,US Cremonese,Centre-Back,"Mar 17, 1993",30,Italy,€800k
Maissa Ndiaye,US Cremonese,Centre-Back,"Jan 28, 2002",21,Senegal,€300k
Paolo Gardoni,US Cremonese,Centre-Back,"Jan 1, 2004",19,Italy,€25k
Emanuele Valeri,US Cremonese,Left-Back,"Dec 7, 1998",24,Italy,€3.50m
Giacomo Quagliata,US Cremonese,Left-Back,"Feb 19, 2000",23,Italy,€2.00m
Leonardo Sernicola,US Cremonese,Right-Back,"Jul 30, 1997",25,Italy,€2.00m
Paolo Ghiglione,US Cremonese,Right-Back,"Feb 2, 1997",26,Italy,€1.30m
Santiago Ascacíbar,US Cremonese,Defensive Midfield,"Feb 25, 1997",26,Argentina,€6.50m
Charles Pickel,US Cremonese,Defensive Midfield,"May 15, 1997",26,DR Congo,€3.80m
Michele Castagnetti,US Cremonese,Defensive Midfield,"Dec 27, 1989",33,Italy,€700k
Paolo Bartolomei,US Cremonese,Defensive Midfield,"Aug 22, 1989",33,Italy,€250k
Soualiho Meïté,US Cremonese,Central Midfield,"Mar 17, 1994",29,France,€3.50m
Pablo Galdames,US Cremonese,Central Midfield,"Dec 30, 1996",26,Chile,€2.30m
Gonzalo Escalante,US Cremonese,Central Midfield,"Mar 27, 1993",30,Argentina,€2.00m
Marco Benassi,US Cremonese,Central Midfield,"Sep 8, 1994",28,Italy,€1.50m
Tommaso Milanese,US Cremonese,Central Midfield,"Jul 31, 2002",20,Italy,€1.20m
Joshua Tenkorang,US Cremonese,Central Midfield,"May 26, 2000",23,Italy,€200k
Christian Acella,US Cremonese,Central Midfield,"Jul 7, 2002",20,Italy,€150k
Luca Borghesan,US Cremonese,Central Midfield,"Jan 5, 2004",19,Italy,€50k
Jaime Báez,US Cremonese,Left Winger,"Apr 25, 1995",28,Uruguay,€1.20m
Cristian Buonaiuto,US Cremonese,Left Winger,"Dec 29, 1992",30,Italy,€800k
Dennis Politic,US Cremonese,Left Winger,"Mar 5, 2000",23,Romania,€150k
Luca Zanimacchia,US Cremonese,Right Winger,"Jul 19, 1998",24,Italy,€1.80m
Felix Afena-Gyan,US Cremonese,Centre-Forward,"Jan 19, 2003",20,Ghana,€5.00m
Cyriel Dessers,US Cremonese,Centre-Forward,"Dec 8, 1994",28,Nigeria,€5.00m
David Okereke,US Cremonese,Centre-Forward,"Aug 29, 1997",25,Nigeria,€4.00m
Frank Tsadjout,US Cremonese,Centre-Forward,"Jul 28, 1999",23,Italy,€1.20m
Samuel Di Carmine,US Cremonese,Centre-Forward,"Sep 29, 1988",34,Italy,€350k
Daniel Ciofani,US Cremonese,Centre-Forward,"Jul 31, 1985",37,Italy,€200k
Alberto Basso Ricci,US Cremonese,Centre-Forward,"Jun 29, 2004",19,Italy,€100k
Emil Audero,UC Sampdoria,Goalkeeper,"Jan 18, 1997",26,Italy,€6.00m
Nikita Contini,UC Sampdoria,Goalkeeper,"May 21, 1996",27,Italy,€500k
Martin Turk,UC Sampdoria,Goalkeeper,"Aug 21, 2003",19,Slovenia,€400k
Elia Tantalocchi,UC Sampdoria,Goalkeeper,"Jun 30, 2004",19,Italy,€100k
Nicola Ravaglia,UC Sampdoria,Goalkeeper,"Dec 12, 1988",34,Italy,€100k
Federico Zorzi,UC Sampdoria,Goalkeeper,"Mar 6, 2004",19,Italy,€10k
Koray Günter,UC Sampdoria,Centre-Back,"Aug 16, 1994",28,Germany,€3.50m
Omar Colley,UC Sampdoria,Centre-Back,"Oct 24, 1992",30,The Gambia,€3.00m
Bruno Amione,UC Sampdoria,Centre-Back,"Jan 3, 2002",21,Argentina,€2.70m
Maxime Leverbe,UC Sampdoria,Centre-Back,"Feb 15, 1997",26,France,€1.20m
Alex Ferrari,UC Sampdoria,Centre-Back,"Jul 1, 1994",28,Italy,€1.00m
Bram Nuytinck,UC Sampdoria,Centre-Back,"May 4, 1990",33,Netherlands,€1.00m
Jeison Murillo,UC Sampdoria,Centre-Back,"May 27, 1992",31,Colombia,€1.00m
Marios Ikonomou,UC Sampdoria,Centre-Back,"Oct 6, 1992",30,Greece,€300k
Lorenzo Villa,UC Sampdoria,Centre-Back,"Jul 26, 2003",19,Italy,€75k
Arttu Lötjönen,UC Sampdoria,Centre-Back,"Jan 28, 2004",19,Finland,€25k
Tommaso Augello,UC Sampdoria,Left-Back,"Aug 30, 1994",28,Italy,€2.00m
Nicola Murru,UC Sampdoria,Left-Back,"Dec 16, 1994",28,Italy,€1.00m
Alessandro Zanoli,UC Sampdoria,Right-Back,"Oct 3, 2000",22,Italy,€6.00m
Fabio Depaoli,UC Sampdoria,Right-Back,"Apr 24, 1997",26,Italy,€3.00m
Bartosz Bereszyński,UC Sampdoria,Right-Back,"Jul 12, 1992",30,Poland,€1.60m
Andrea Conti,UC Sampdoria,Right-Back,"Mar 2, 1994",29,Italy,€500k
Harry Winks,UC Sampdoria,Defensive Midfield,"Feb 2, 1996",27,England,€10.00m
Tomás Rincón,UC Sampdoria,Defensive Midfield,"Jan 13, 1988",35,Venezuela,€800k
Gerard Yepes,UC Sampdoria,Defensive Midfield,"Aug 25, 2002",20,Spain,€500k
Emirhan İlkhan,UC Sampdoria,Central Midfield,"Jun 1, 2004",19,Türkiye,€4.00m
Michaël Cuisance,UC Sampdoria,Central Midfield,"Aug 16, 1999",23,France,€3.00m
Gonzalo Villar,UC Sampdoria,Central Midfield,"Mar 23, 1998",25,Spain,€2.80m
Ronaldo Vieira,UC Sampdoria,Central Midfield,"Jul 19, 1998",24,England,€2.00m
Flavio Paoletti,UC Sampdoria,Central Midfield,"Jan 16, 2003",20,Italy,€800k
Simone Trimboli,UC Sampdoria,Central Midfield,"Apr 19, 2002",21,Italy,€600k
Telasco Segovia,UC Sampdoria,Central Midfield,"Apr 2, 2003",20,Venezuela,€500k
Antonio Candreva,UC Sampdoria,Right Midfield,"Feb 28, 1987",36,Italy,€1.50m
Lorenzo Malagrida,UC Sampdoria,Left Midfield,"Oct 24, 2003",19,Italy,€400k
Abdelhamid Sabiri,UC Sampdoria,Attacking Midfield,"Nov 28, 1996",26,Morocco,€2.50m
Valerio Verre,UC Sampdoria,Attacking Midfield,"Jan 11, 1994",29,Italy,€1.80m
Filip Djuricic,UC Sampdoria,Attacking Midfield,"Jan 30, 1992",31,Serbia,€1.80m
Jesé,UC Sampdoria,Left Winger,"Feb 26, 1993",30,Spain,€1.00m
Samuel Ntanda,UC Sampdoria,Left Winger,"Jun 30, 2005",18,Belgium,-
Ignacio Pussetto,UC Sampdoria,Right Winger,"Dec 21, 1995",27,Argentina,€2.50m
Mehdi Léris,UC Sampdoria,Right Winger,"May 23, 1998",25,Algeria,€2.50m
Sam Lammers,UC Sampdoria,Centre-Forward,"Apr 30, 1997",26,Netherlands,€2.00m
Manuel De Luca,UC Sampdoria,Centre-Forward,"Jul 17, 1998",24,Italy,€2.00m
Manolo Gabbiadini,UC Sampdoria,Centre-Forward,"Nov 26, 1991",31,Italy,€2.00m
Francesco Caputo,UC Sampdoria,Centre-Forward,"Aug 6, 1987",35,Italy,€1.50m
Daniele Montevago,UC Sampdoria,Centre-Forward,"Mar 18, 2003",20,Italy,€800k
Fabio Quagliarella,UC Sampdoria,Centre-Forward,"Jan 31, 1983",40,Italy,€500k
Mihailo Ivanovic,UC Sampdoria,Centre-Forward,"Nov 29, 2004",18,Serbia,€150k
