Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Alexis Lefebvre,ESTAC Troyes,Right Winger,"May 21, 2003",20,France,€250k
Mama Baldé,ESTAC Troyes,Centre-Forward,"Nov 6, 1995",27,Guinea-Bissau,€8.00m
Iké Ugbo,ESTAC Troyes,Centre-Forward,"Sep 21, 1998",24,Canada,€3.00m
Mykola Kukharevych,ESTAC Troyes,Centre-Forward,"Jul 1, 2001",21,Ukraine,€500k
Yoann Touzghar,ESTAC Troyes,Centre-Forward,"Nov 28, 1986",36,Tunisia,€300k
Yoann Beaka,ESTAC Troyes,Centre-Forward,"Apr 6, 2003",20,France,€150k
Paul Bernardoni,Angers SCO,Goalkeeper,"Apr 18, 1997",26,France,€2.50m
Yahia Fofana,Angers SCO,Goalkeeper,"Aug 21, 2000",22,Cote d'Ivoire,€2.00m
Melvin Zinga,Angers SCO,Goalkeeper,"Mar 16, 2002",21,France,€100k
Théo Borne,Angers SCO,Goalkeeper,"Jul 15, 2002",20,France,€100k
Cédric Hountondji,Angers SCO,Centre-Back,"Jan 19, 1994",29,Benin,€2.00m
Miha Blazic,Angers SCO,Centre-Back,"May 8, 1993",30,Slovenia,€1.80m
Ousmane Camara,Angers SCO,Centre-Back,"Mar 6, 2003",20,France,€1.50m
Abdoulaye Bamba,Angers SCO,Centre-Back,"Apr 25, 1990",33,Cote d'Ivoire,€400k
Yacine Gaya,Angers SCO,Centre-Back,"Nov 15, 2004",18,Algeria,€50k
Ismaël Dramé,Angers SCO,Centre-Back,"May 27, 2001",22,France,-
Demba N'Diaye,Angers SCO,Centre-Back,"Aug 18, 2005",17,France,-
Demba N'Diaye,Angers SCO,Centre-Back,"Apr 13, 1992",31,France,-
Souleyman Doumbia,Angers SCO,Left-Back,"Sep 24, 1996",26,Cote d'Ivoire,€2.50m
Faouzi Ghoulam,Angers SCO,Left-Back,"Feb 1, 1991",32,Algeria,€900k
Ilyes Chetti,Angers SCO,Left-Back,"Jan 22, 1995",28,Algeria,€400k
Yan Valery,Angers SCO,Right-Back,"Feb 22, 1999",24,Tunisia,€2.00m
Halid Sabanovic,Angers SCO,Right-Back,"Aug 22, 1999",23,Bosnia-Herzegovina,€700k
Lilian Raolisoa,Angers SCO,Right-Back,"Jun 16, 2000",23,France,€200k
Ali Kalla,Angers SCO,Right-Back,"Apr 23, 1998",25,France,€100k
Nabil Bentaleb,Angers SCO,Defensive Midfield,"Nov 24, 1994",28,Algeria,€7.00m
Batista Mendy,Angers SCO,Defensive Midfield,"Jan 12, 2000",23,France,€3.00m
Ibrahim Amadou,Angers SCO,Defensive Midfield,"Apr 6, 1993",30,France,€1.50m
Zinédine Ould Khaled,Angers SCO,Defensive Midfield,"Jan 14, 2000",23,France,€200k
Azzedine Ounahi,Angers SCO,Central Midfield,"Apr 19, 2000",23,Morocco,€12.00m
Antonin Bobichon,Angers SCO,Central Midfield,"Sep 14, 1995",27,France,€900k
Pierrick Capelle,Angers SCO,Central Midfield,"Apr 15, 1987",36,France,€250k
Yassin Belkhdim,Angers SCO,Central Midfield,"Feb 14, 2002",21,Morocco,€100k
Salim Akkal,Angers SCO,Central Midfield,"Feb 17, 2000",23,France,€50k
Himad Abdelli,Angers SCO,Attacking Midfield,"Nov 17, 1999",23,Algeria,€2.50m
Waniss Taïbi,Angers SCO,Attacking Midfield,"Mar 7, 2002",21,France,€500k
Sofiane Boufal,Angers SCO,Left Winger,"Sep 17, 1993",29,Morocco,€8.00m
Jean-Mattéo Bahoya,Angers SCO,Left Winger,"May 7, 2005",18,France,€1.50m
Marin Jakolis,Angers SCO,Left Winger,"Dec 26, 1996",26,Croatia,€600k
Farid El Melali,Angers SCO,Left Winger,"Jul 13, 1997",25,Algeria,€600k
Jason Mbock,Angers SCO,Left Winger,"Nov 1, 1999",23,France,€150k
Abdallah Sima,Angers SCO,Right Winger,"Jun 17, 2001",22,Senegal,€6.00m
Sada Thioub,Angers SCO,Right Winger,"Jun 1, 1995",28,Senegal,€1.20m
Justin-Noël Kalumba,Angers SCO,Right Winger,"Dec 25, 2004",18,France,€250k
Ibrahima Niane,Angers SCO,Centre-Forward,"Mar 11, 1999",24,Senegal,€3.00m
Adrien Hunou,Angers SCO,Centre-Forward,"Jan 19, 1994",29,France,€2.50m
Amine Salama,Angers SCO,Centre-Forward,"Jul 18, 2000",22,France,€1.50m
Loïs Diony,Angers SCO,Centre-Forward,"Dec 20, 1992",30,France,€900k
Ulrick Eneme-Ella,Angers SCO,Centre-Forward,"May 22, 2001",22,Gabon,€200k
Guédé Nadje,Angers SCO,Centre-Forward,"Nov 12, 2003",19,France,€150k
Andrei Radu,AJ Auxerre,Goalkeeper,"May 28, 1997",26,Romania,€3.50m
Benoît Costil,AJ Auxerre,Goalkeeper,"Jul 3, 1987",35,France,€1.00m
Donovan Léon,AJ Auxerre,Goalkeeper,"Nov 3, 1992",30,French Guiana,€500k
Théo De Percin,AJ Auxerre,Goalkeeper,"Feb 2, 2001",22,Martinique,€150k
Vincenzo Cozzella,AJ Auxerre,Goalkeeper,"Dec 21, 2001",21,Italy,€100k
Isaak Touré,AJ Auxerre,Centre-Back,"Mar 28, 2003",20,France,€6.00m
Jubal,AJ Auxerre,Centre-Back,"Aug 29, 1993",29,Brazil,€2.00m
Théo Pellenard,AJ Auxerre,Centre-Back,"Mar 4, 1994",29,France,€1.00m
Julian Jeanvier,AJ Auxerre,Centre-Back,"Mar 31, 1992",31,Guinea,€800k
Alexandre Coeff,AJ Auxerre,Centre-Back,"Feb 20, 1992",31,France,€700k
Denys Bain,AJ Auxerre,Centre-Back,"Jul 2, 1993",29,France,€500k
Lamine Buhanga,AJ Auxerre,Centre-Back,"Oct 3, 2001",21,France,€100k
Gideon Mensah,AJ Auxerre,Left-Back,"Jul 18, 1998",24,Ghana,€2.50m
Kenji-Van Boto,AJ Auxerre,Left-Back,"Mar 7, 1996",27,Madagascar,€400k
Quentin Bernard,AJ Auxerre,Left-Back,"Jul 7, 1989",33,France,€350k
Raphaël Lipinski,AJ Auxerre,Left-Back,"Jul 30, 2002",20,France,€100k
Akim Zedadka,AJ Auxerre,Right-Back,"May 30, 1995",28,Algeria,€2.50m
Paul Joly,AJ Auxerre,Right-Back,"Jun 7, 2000",23,France,€1.20m
Brayann Pereira,AJ Auxerre,Right-Back,"May 21, 2003",20,Congo,€600k
Han-Noah Massengo,AJ Auxerre,Defensive Midfield,"Jul 7, 2001",21,France,€5.00m
Elisha Owusu,AJ Auxerre,Defensive Midfield,"Nov 7, 1997",25,Ghana,€2.00m
Birama Touré,AJ Auxerre,Defensive Midfield,"Jun 6, 1992",31,Mali,€1.80m
Rayan Raveloson,AJ Auxerre,Defensive Midfield,"Jan 16, 1997",26,Madagascar,€1.80m
Ousoumane Camara,AJ Auxerre,Defensive Midfield,"Dec 19, 1998",24,France,€150k
Natanaël Bouekou,AJ Auxerre,Defensive Midfield,"May 10, 2002",21,France,€100k
Kays Ruiz-Atil,AJ Auxerre,Central Midfield,"Aug 26, 2002",20,Morocco,€800k
Gaëtan Perrin,AJ Auxerre,Right Midfield,"Jun 7, 1996",27,France,€1.20m
Hamza Sakhi,AJ Auxerre,Attacking Midfield,"Jun 7, 1996",27,Morocco,€2.00m
Youssouf M'Changama,AJ Auxerre,Attacking Midfield,"Aug 29, 1990",32,Comoros,€900k
Mathias Autret,AJ Auxerre,Attacking Midfield,"Mar 1, 1991",32,France,€800k
Kévin Danois,AJ Auxerre,Attacking Midfield,"Jun 28, 2004",19,France,€100k
Siriki Dembélé,AJ Auxerre,Left Winger,"Sep 7, 1996",26,Scotland,€2.00m
Rémy Dugimont,AJ Auxerre,Left Winger,"Jul 1, 1986",36,France,€100k
Gauthier Hein,AJ Auxerre,Right Winger,"Aug 7, 1996",26,France,€2.00m
Lassine Sinayoko,AJ Auxerre,Right Winger,"Dec 8, 1999",23,Mali,€1.20m
Kylian Silvestre,AJ Auxerre,Right Winger,"Aug 16, 2002",20,France,€100k
Matthis Abline,AJ Auxerre,Centre-Forward,"Mar 28, 2003",20,France,€4.50m
M'Baye Niang,AJ Auxerre,Centre-Forward,"Dec 19, 1994",28,Senegal,€2.50m
Nuno Da Costa,AJ Auxerre,Centre-Forward,"Feb 10, 1991",32,Cape Verde,€1.00m
Gaëtan Charbonnier,AJ Auxerre,Centre-Forward,"Dec 27, 1988",34,France,€500k
Ousmane Camara,AJ Auxerre,Centre-Forward,"Nov 3, 2001",21,Guinea,€150k
Idjessi Metsoko,AJ Auxerre,Centre-Forward,"Mar 14, 2002",21,Togo,€100k
Mory Diaw,Clermont Foot 63,Goalkeeper,"Jun 22, 1993",30,Senegal,€2.00m
Ouparine Djoco,Clermont Foot 63,Goalkeeper,"Apr 22, 1998",25,Guinea-Bissau,€500k
Lucas Margueron,Clermont Foot 63,Goalkeeper,"Feb 12, 2001",22,France,€150k
Alidu Seidu,Clermont Foot 63,Centre-Back,"Jun 4, 2000",23,Ghana,€7.00m
Mateusz Wieteska,Clermont Foot 63,Centre-Back,"Feb 11, 1997",26,Poland,€3.00m
Maximiliano Caufriez,Clermont Foot 63,Centre-Back,"Feb 16, 1997",26,Belgium,€2.50m
Florent Ogier,Clermont Foot 63,Centre-Back,"Mar 21, 1989",34,France,€450k
Jean-Claude Billong,Clermont Foot 63,Centre-Back,"Dec 28, 1993",29,Cameroon,€250k
Souleymane Cissé,Clermont Foot 63,Centre-Back,"Aug 8, 2002",20,France,€100k
Neto Borges,Clermont Foot 63,Left-Back,"Sep 13, 1996",26,Brazil,€4.00m
Arial Mendy,Clermont Foot 63,Left-Back,"Nov 7, 1994",28,Senegal,€600k
Baïla Diallo,Clermont Foot 63,Left-Back,"Jun 24, 2001",22,Senegal,€200k
Cheick Oumar Konaté,Clermont Foot 63,Right-Back,"Apr 2, 2004",19,Mali,€1.00m
Mehdi Zeffane,Clermont Foot 63,Right-Back,"May 19, 1992",31,Algeria,€450k
Oliver Kamdem,Clermont Foot 63,Right-Back,"Oct 15, 2002",20,France,€100k
Yohann Magnin,Clermont Foot 63,Defensive Midfield,"Jun 21, 1997",26,France,€2.50m
Maxime Gonalons,Clermont Foot 63,Defensive Midfield,"Mar 10, 1989",34,France,€900k
Johan Gastien,Clermont Foot 63,Defensive Midfield,"Jan 25, 1988",35,France,€700k
Brandon Baiye,Clermont Foot 63,Defensive Midfield,"Dec 27, 2000",22,Belgium,€500k
Stan Berkani,Clermont Foot 63,Defensive Midfield,"Aug 13, 2003",19,Algeria,€50k
Muhammed Cham,Clermont Foot 63,Attacking Midfield,"Sep 26, 2000",22,Austria,€6.00m
Saîf-Eddine Khaoui,Clermont Foot 63,Attacking Midfield,"Apr 27, 1995",28,Tunisia,€2.00m
Aïman Maurer,Clermont Foot 63,Attacking Midfield,"Sep 25, 2004",18,Morocco,€800k
Jason Berthomier,Clermont Foot 63,Attacking Midfield,"Jan 6, 1990",33,France,€500k
Yanis Massolin,Clermont Foot 63,Attacking Midfield,"Sep 20, 2002",20,France,€250k
Elbasan Rashani,Clermont Foot 63,Left Winger,"May 9, 1993",30,Kosovo,€2.00m
Jérémie Bela,Clermont Foot 63,Left Winger,"Apr 8, 1993",30,Angola,€1.50m
Sofyan Chader,Clermont Foot 63,Left Winger,"May 12, 2000",23,France,€800k
Jim Allevinah,Clermont Foot 63,Right Winger,"Feb 27, 1995",28,Gabon,€2.00m
Jodel Dossou,Clermont Foot 63,Right Winger,"Mar 17, 1992",31,Benin,€800k
Giovani Versini,Clermont Foot 63,Right Winger,"Mar 18, 2004",19,France,€100k
Grejohn Kyei,Clermont Foot 63,Centre-Forward,"Aug 12, 1995",27,France,€2.50m
Komnen Andric,Clermont Foot 63,Centre-Forward,"Jul 1, 1995",27,Serbia,€1.80m
Benjamin Leroy,AC Ajaccio,Goalkeeper,"Apr 7, 1989",34,France,€500k
François-Joseph Sollacaro,AC Ajaccio,Goalkeeper,"Mar 21, 1994",29,France,€300k
Ghjuvanni Quilichini,AC Ajaccio,Goalkeeper,"Sep 1, 2002",20,France,€150k
Oumar Gonzalez,AC Ajaccio,Centre-Back,"Feb 25, 1998",25,Cameroon,€2.50m
Clément Vidal,AC Ajaccio,Centre-Back,"Jun 18, 2000",23,France,€1.80m
Fernand Mayembo,AC Ajaccio,Centre-Back,"Jan 9, 1996",27,Congo,€600k
Cédric Avinel,AC Ajaccio,Centre-Back,"Sep 11, 1986",36,Guadeloupe,€250k
Anthony Khelifa,AC Ajaccio,Centre-Back,"Sep 20, 2005",17,Algeria,€150k
Ismaël Diallo,AC Ajaccio,Left-Back,"Jan 29, 1997",26,Cote d'Ivoire,€1.50m
Youssouf Koné,AC Ajaccio,Left-Back,"Jul 5, 1995",27,Mali,€1.50m
Chaker Alhadhur,AC Ajaccio,Left-Back,"Dec 4, 1991",31,Comoros,€150k
Victor Lebas,AC Ajaccio,Left-Back,"Sep 14, 2004",18,Portugal,€50k
Mickaël Alphonse,AC Ajaccio,Right-Back,"Jul 12, 1989",33,Guadeloupe,€250k
Mohamed Youssouf,AC Ajaccio,Right-Back,"Mar 26, 1988",35,Comoros,€200k
Tony Strata,AC Ajaccio,Right-Back,"Sep 7, 2004",18,Romania,€50k
Mehdi Puch-Herrantz,AC Ajaccio,Defensive Midfield,"Jan 20, 2004",19,Algeria,€150k
Vincent Marchetti,AC Ajaccio,Central Midfield,"Jul 4, 1997",25,France,€2.50m
Qazim Laci,AC Ajaccio,Central Midfield,"Jan 19, 1996",27,Albania,€1.70m
Thomas Mangani,AC Ajaccio,Central Midfield,"Apr 29, 1987",36,France,€400k
Mathieu Coutadeur,AC Ajaccio,Central Midfield,"Mar 20, 1986",37,France,€200k
Paolo Lebas,AC Ajaccio,Central Midfield,"Apr 20, 2003",20,Portugal,€100k
Alassane N'Diaye,AC Ajaccio,Right Midfield,"Jun 14, 1991",32,France,€150k
Yanis Cimignani,AC Ajaccio,Left Midfield,"Jan 22, 2002",21,France,€1.20m
Michaël Barreto,AC Ajaccio,Attacking Midfield,"Jan 18, 1991",32,France,€400k
Florian Chabrolle,AC Ajaccio,Attacking Midfield,"Apr 7, 1998",25,France,€200k
Youcef Belaïli,AC Ajaccio,Left Winger,"Mar 14, 1992",31,Algeria,€1.50m
Kevin Spadanuda,AC Ajaccio,Left Winger,"Jan 16, 1997",26,Switzerland,€700k
Cyrille Bayala,AC Ajaccio,Right Winger,"May 24, 1996",27,Burkina Faso,€900k
Romain Hamouma,AC Ajaccio,Right Winger,"Mar 29, 1987",36,France,€400k
Riad Nouri,AC Ajaccio,Right Winger,"Jun 7, 1985",38,France,€200k
Ivane Chegra,AC Ajaccio,Right Winger,"Mar 3, 2004",19,Algeria,€150k
Ruan Levine,AC Ajaccio,Right Winger,"Jan 19, 1999",24,Brazil,€100k
Mounaïm El Idrissy,AC Ajaccio,Centre-Forward,"Feb 10, 1999",24,France,€2.00m
Moussa Djitté,AC Ajaccio,Centre-Forward,"Oct 4, 1999",23,Senegal,€1.50m
Moussa Soumano,AC Ajaccio,Centre-Forward,"Jul 9, 2005",17,France,€900k
Bevic Moussiti-Oko,AC Ajaccio,Centre-Forward,"Jan 28, 1995",28,Congo,€500k
Gaëtan Courtet,AC Ajaccio,Centre-Forward,"Feb 22, 1989",34,France,€400k
Jean Botué,AC Ajaccio,Centre-Forward,"Aug 7, 2002",20,Burkina Faso,€400k
Yoann Touzghar,AC Ajaccio,Centre-Forward,"Nov 28, 1986",36,Tunisia,€300k
Ben Hamed Touré,AC Ajaccio,Centre-Forward,"Aug 21, 2003",19,Cote d'Ivoire,€100k
Mamadu Silla,AC Ajaccio,Centre-Forward,"Nov 30, 2006",16,Portugal,-
